name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,enriched,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity
ENERGIE,"Chibi Ichigo, Sophie Straat",ENERGIE,single,2023-09-29,4:01,241957,2023-09-29T08:21:55Z,115458813,34,3GeYpZcJMoSraXaiKG4yqq,spotify:track:3GeYpZcJMoSraXaiKG4yqq,"['spotify:artist:0eARdjFMVY4Z92QEzM7dgN', 'spotify:artist:6SU1jFBqw4tZJQDT8iQ6Nw']","['Chibi Ichigo', 'Sophie Straat']",True,0.566,0.863,2.0,-6.894,0.0,0.0331,0.0527,0.00205,0.0612,0.473,147.971,4.0,"[['vlaamse rap'], ['dutch indie']]","[22, 35]",28.5
To be honest - Paul Woolford Rework,"Christine and the Queens, Paul Woolford",To be honest (Remixes),single,2023-09-29,3:56,236160,2023-09-29T08:34:21Z,115458813,42,2r2qLCogK37mXgAA7qn38c,spotify:track:2r2qLCogK37mXgAA7qn38c,"['spotify:artist:04vj3iPUiVh5melWr0w3xT', 'spotify:artist:4CA8PTrbq1l5IgyvBA2JSV']","['Christine and the Queens', 'Paul Woolford']",True,0.588,0.953,2.0,-7.221,1.0,0.0495,0.00487,0.0834,0.228,0.729,124.978,4.0,"[['art pop', 'electro-pop francais', 'metropopolis', 'shimmer pop'], ['house', 'uk dance', 'uk house']]","[55, 53]",54.0
Prada (feat. D-Block Europe) - Sped Up,"cassö, RAYE, D-Block Europe",Prada (feat. D-Block Europe) [Ronnie Pacitti Remix],single,2023-09-22,1:57,117468,2023-09-29T09:20:01Z,115458813,32,799g4ttNfkHaON8TZFP0Ki,spotify:track:799g4ttNfkHaON8TZFP0Ki,"['spotify:artist:5wCmhq5J2hPwL2r0eKurxn', 'spotify:artist:5KKpBU5eC2tJDzf0wmlRp2', 'spotify:artist:5VadK1havLhK1OpKYsXv9y']","['cassö', 'RAYE', 'D-Block Europe']",True,0.598,0.734,5.0,-5.97,0.0,0.0383,0.000426,4.01e-05,0.361,0.328,159.933,4.0,"[[], ['uk contemporary r&b', 'uk pop'], ['melodic drill', 'uk hip hop']]","[73, 78, 77]",76.0
Deep End (Paul’s in Pieces),The National,Laugh Track,album,2023-09-18,4:29,269440,2023-09-29T11:20:58Z,115458813,56,5QD7OqeRVdpFys4QZ3UxeS,spotify:track:5QD7OqeRVdpFys4QZ3UxeS,['spotify:artist:2cCUtGK9sDU2EoElnk0GNB'],['The National'],True,0.533,0.885,0.0,-7.149,1.0,0.0386,0.121,0.579,0.184,0.619,87.038,4.0,"[['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'irish rock', 'modern rock']]",[67],67.0
Pompette Encore,Jungle by Night,Pompette Encore,single,2023-09-22,6:32,392179,2023-09-29T21:08:39Z,115458813,24,3E47fo7aXBwEmo7xroTOuk,spotify:track:3E47fo7aXBwEmo7xroTOuk,['spotify:artist:2StcyX3fmelae5agBHIkDO'],['Jungle by Night'],True,0.606,0.753,1.0,-8.604,1.0,0.0343,0.0492,0.937,0.102,0.436,119.958,4.0,[['dutch indie']],[33],33.0
Manifesto (feat. Jungle By Night),"Folamour, Jungle by Night",Manifesto (feat. Jungle By Night),single,2023-05-25,7:23,443120,2023-09-29T21:09:06Z,115458813,13,6eTkwDkPoVqJtcvL6WM4Jb,spotify:track:6eTkwDkPoVqJtcvL6WM4Jb,"['spotify:artist:6pJY5At9SiMpAOBrw9YosS', 'spotify:artist:2StcyX3fmelae5agBHIkDO']","['Folamour', 'Jungle by Night']",True,0.862,0.785,10.0,-7.459,0.0,0.0413,0.0533,0.904,0.0987,0.691,120.014,4.0,"[['jazz house', 'lo-fi house'], ['dutch indie']]","[52, 33]",42.5
Rap Objet D'arts,Brainpower,Rap Objet D'arts,single,2023-08-04,2:33,153053,2023-09-30T14:18:11Z,svdpal,19,2IH2eDT2tAiZvlGrfYm3qV,spotify:track:2IH2eDT2tAiZvlGrfYm3qV,['spotify:artist:6LfIVTnSSc9zNqjpfVPs1w'],['Brainpower'],True,0.769,0.762,8.0,-9.041,0.0,0.186,0.0537,0.0,0.341,0.276,100.054,4.0,"[['dutch hip hop', 'old school nederhop']]",[37],37.0
Nothing Ontploffing,Elmer,Nothing Ontploffing,single,2023-03-10,4:21,261361,2023-10-05T15:24:26Z,115458813,27,3TDHmFKCfFviqOndrk9wde,spotify:track:3TDHmFKCfFviqOndrk9wde,['spotify:artist:1ESdlHhFi2Ww9jt8qLOyYp'],['Elmer'],True,0.67,0.59,1.0,-11.822,1.0,0.0579,0.425,0.905,0.108,0.6,120.034,4.0,[[]],[24],24.0
OMG It's Happening,DI-RECT,OMG It's Happening,single,2023-06-30,2:59,179599,2023-10-14T13:41:08Z,svdpal,55,3UDWgZznpvkwYx92b0hjJ8,spotify:track:3UDWgZznpvkwYx92b0hjJ8,['spotify:artist:0d1nFNO90pwRmCeeqjOx2Q'],['DI-RECT'],True,0.537,0.859,11.0,-6.55,1.0,0.0535,0.00101,2.48e-06,0.365,0.662,107.0,4.0,"[['dutch pop', 'dutch rock']]",[51],51.0
Franse Vaart,BeraadGeslagen,Franse Vaart,single,2023-10-13,6:51,411220,2023-10-15T16:35:05Z,115458813,7,1DAlJtKhzUfzhbHuk6g7kz,spotify:track:1DAlJtKhzUfzhbHuk6g7kz,['spotify:artist:6O43WJN443SDeMsxwaQgjC'],['BeraadGeslagen'],True,0.433,0.688,1.0,-8.316,1.0,0.0655,0.00319,0.742,0.177,0.609,103.057,4.0,[['belgian modern jazz']],[17],17.0
Backstage,CUT_,Backstage,single,2023-10-13,4:12,252457,2023-10-15T16:41:31Z,115458813,10,5KcfUB16Fxd3xt6QJAMFRa,spotify:track:5KcfUB16Fxd3xt6QJAMFRa,['spotify:artist:7HPVAGjCVDzP7xcNrkwgxL'],['CUT_'],True,0.682,0.804,11.0,-8.963,1.0,0.033,0.0193,0.439,0.105,0.824,129.996,4.0,[['indie electropop']],[40],40.0
I'll Take Your Number,KATYA,I'll Take Your Number,single,2023-06-23,3:10,190373,2023-10-16T16:06:08Z,svdpal,35,2qBA1yjQqhHG9yYvouOwep,spotify:track:2qBA1yjQqhHG9yYvouOwep,['spotify:artist:6ARtMKoXQvZclVIxRqMFBQ'],['KATYA'],True,0.831,0.544,6.0,-8.511,0.0,0.0716,0.629,2.77e-05,0.261,0.614,109.068,4.0,[[]],[31],31.0
Be without being seen - Movement I,Colleen,Le jour et la nuit du réel,album,2023-09-22,2:05,125173,2023-10-16T07:33:06Z,hvdpal58,23,5HGBHJYFW3W8ZJVlLj6Lue,spotify:track:5HGBHJYFW3W8ZJVlLj6Lue,['spotify:artist:0mOPHkTHaD6cFTMODNBxA3'],['Colleen'],True,0.313,0.0618,11.0,-21.487,0.0,0.0395,0.99,0.86,0.112,0.0766,72.031,4.0,"[['art pop', 'electra', 'experimental pop', 'folktronica', 'spectra']]",[34],34.0
Moths,RY X,Moths,single,2023-10-12,3:22,202000,2023-10-17T07:35:00Z,svdpal,53,6Sqg4nl7GHgAI8YA7eDrRA,spotify:track:6Sqg4nl7GHgAI8YA7eDrRA,['spotify:artist:2KjAo6wVc9d2WcxdxSArpV'],['RY X'],True,0.319,0.255,9.0,-12.936,1.0,0.0355,0.941,0.0123,0.105,0.253,179.34,3.0,"[['indie anthem-folk', 'indie folk']]",[60],60.0
Beyond Control,Fantastic Man,Beyond Control,single,2023-02-16,6:14,374775,2023-10-18T16:32:19Z,115458813,24,6WhTKGrJaMbTbEtQvU5yKR,spotify:track:6WhTKGrJaMbTbEtQvU5yKR,['spotify:artist:2eiwJhqnolYJf3iUMLFDpy'],['Fantastic Man'],True,0.782,0.912,1.0,-10.67,1.0,0.0489,0.188,0.867,0.0705,0.803,128.994,4.0,"[['float house', 'minimal tech house']]",[28],28.0
youandme,Noha Saré,Into Your Head,single,2023-02-24,2:59,179395,2023-10-22T11:09:13Z,115458813,14,51mffAss4N5q3VVkLR02TE,spotify:track:51mffAss4N5q3VVkLR02TE,['spotify:artist:2r3TXsrjx7eICwgL0Bk2l7'],['Noha Saré'],True,0.732,0.378,4.0,-10.402,0.0,0.0412,0.608,0.0548,0.104,0.144,97.955,4.0,[[]],[23],23.0
Balearic Mornings (Rave Mix),"Reinier Zonneveld, Oliver Heldens, HI-LO",Heaven Is Mad (For You),album,2023-10-13,3:44,224444,2023-10-24T15:45:47Z,115458813,40,077AjPx334yMPROFwWZOUb,spotify:track:077AjPx334yMPROFwWZOUb,"['spotify:artist:21A7bhIL1m6CNZn8y57PIZ', 'spotify:artist:5nki7yRhxgM509M5ADlN1p', 'spotify:artist:0ETJQforv5OXgDgidQv9qd']","['Reinier Zonneveld', 'Oliver Heldens', 'HI-LO']",True,0.552,0.948,5.0,-5.29,0.0,0.0598,0.00107,0.864,0.0803,0.636,150.028,4.0,"[['dark techno'], ['dutch house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house'], ['dutch house', 'electro house', 'house']]","[53, 66, 53]",57.333333333333336
Alles Wacht,"puntjudith, De Toegift",Alles Wacht,single,2023-10-25,3:12,192314,2023-10-25T08:20:11Z,115458813,22,0Tbumc3TvqoTUWoe7vMicR,spotify:track:0Tbumc3TvqoTUWoe7vMicR,"['spotify:artist:2TY5EKL27G5c9deuWQIj8d', 'spotify:artist:61S4CPkzgyQaX4AvEDEWrs']","['puntjudith', 'De Toegift']",True,0.558,0.396,10.0,-12.862,0.0,0.0331,0.62,0.00104,0.224,0.351,91.996,4.0,"[[], []]","[10, 19]",14.5
C’est la Vie,MIKA,C'est la Vie (Kids Choir Version / avec La Maitrise Populaire),single,2023-10-26,3:28,208469,2023-10-28T10:46:27Z,115458813,25,1nuJq69HGhGSkmXRkqxt0g,spotify:track:1nuJq69HGhGSkmXRkqxt0g,['spotify:artist:5MmVJVhhYKQ86izuGHzJYA'],['MIKA'],True,0.78,0.717,1.0,-3.839,0.0,0.0346,0.00949,0.0,0.108,0.717,123.989,4.0,[['electropop']],[65],65.0
Depressief in de Zomer,NONCHELANGE,Depressief in de Zomer,single,2023-11-02,2:20,140506,2023-11-03T16:14:33Z,115458813,25,1D7w1ObbtkZ3tCmmpMQk6z,spotify:track:1D7w1ObbtkZ3tCmmpMQk6z,['spotify:artist:2LXqYe2hCeP11rbXogtV3n'],['NONCHELANGE'],True,0.762,0.746,7.0,-6.953,1.0,0.0302,0.0624,1.96e-06,0.305,0.961,121.987,4.0,[[]],[25],25.0
Laat Mij Het Zijn,Wende,Sterrenlopen,album,2023-09-08,2:58,178435,2023-11-03T21:33:28Z,hvdpal58,33,3bdI0k1bCkMlpefVeiC4MY,spotify:track:3bdI0k1bCkMlpefVeiC4MY,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],True,0.641,0.0936,4.0,-19.843,0.0,0.194,0.972,0.049,0.133,0.459,179.471,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0
De Leven,"Kevin, S10",De Leven,single,2023-11-02,2:41,161922,2023-11-06T16:34:09Z,1110446304,68,0NxfpRR1pmtGC9J61iHIIc,spotify:track:0NxfpRR1pmtGC9J61iHIIc,"['spotify:artist:0IxgA9wO4Op3CSnPlhfwV1', 'spotify:artist:1zT9SWCzN45r7oVhy0VYLK']","['Kevin', 'S10']",True,0.568,0.506,8.0,-7.583,0.0,0.252,0.247,3.26e-06,0.0848,0.263,114.584,5.0,"[['dutch hip hop', 'dutch rap pop'], ['dutch pop']]","[66, 57]",61.5
Now And Then,The Beatles,Now And Then,single,2023-11-02,4:08,248333,2023-11-09T08:50:57Z,1110446304,78,4vziJcnB2Qyi9o4nIRUeN7,spotify:track:4vziJcnB2Qyi9o4nIRUeN7,['spotify:artist:3WrFJ7ztbogyGnTHbHJFl2'],['The Beatles'],True,0.442,0.605,4.0,-4.639,0.0,0.0284,0.238,6.44e-05,0.307,0.358,87.194,4.0,"[['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']]",[83],83.0
17,Davina Michelle,17,single,2023-11-03,2:42,162160,2023-11-09T08:52:30Z,1110446304,58,6Xd7Hqo1E5jnX5GtEt53xi,spotify:track:6Xd7Hqo1E5jnX5GtEt53xi,['spotify:artist:6OG9fZ1LKXyL0hShRmmnq1'],['Davina Michelle'],True,0.539,0.684,4.0,-4.485,1.0,0.0826,0.00199,0.0,0.326,0.476,150.048,4.0,[['dutch pop']],[55],55.0
Standing Next to You,Jung Kook,GOLDEN,album,2023-11-03,3:26,206019,2023-11-09T08:53:11Z,1110446304,94,2KslE17cAJNHTsI2MI0jb2,spotify:track:2KslE17cAJNHTsI2MI0jb2,['spotify:artist:6HaGTQPmzraVmaVxvz6EUc'],['Jung Kook'],True,0.711,0.809,2.0,-4.389,0.0,0.0955,0.0447,0.0,0.339,0.816,106.017,4.0,[['k-pop']],[89],89.0
Freaking Out,Tom Walker,Freaking Out,single,2023-11-03,2:25,145420,2023-11-09T08:54:17Z,1110446304,61,56ztBAdzbxjBn6CAea9wMq,spotify:track:56ztBAdzbxjBn6CAea9wMq,['spotify:artist:7z2avKuuiMAT4XZJFv8Rvh'],['Tom Walker'],True,0.359,0.747,10.0,-3.827,1.0,0.0681,0.236,0.0,0.105,0.321,139.911,4.0,"[['indie anthem-folk', 'uk pop']]",[65],65.0
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),single,2023-11-03,3:25,205483,2023-11-09T08:55:04Z,1110446304,85,56xHMIfQPoe0prrSi3BGhf,spotify:track:56xHMIfQPoe0prrSi3BGhf,['spotify:artist:1McMsnEElThX1knmY4oliG'],['Olivia Rodrigo'],True,0.521,0.366,11.0,-7.698,0.0,0.034,0.838,4.11e-06,0.12,0.225,141.965,4.0,[['pop']],[87],87.0
Rock It,Vance Joy,Rock It,single,2023-11-03,3:27,207595,2023-11-09T09:15:01Z,1110446304,55,0is4ka3uSbBT04pC2WFsp3,spotify:track:0is4ka3uSbBT04pC2WFsp3,['spotify:artist:10exVja0key0uqUkk6LJRT'],['Vance Joy'],True,0.636,0.805,5.0,-5.792,1.0,0.0354,0.106,0.00039,0.121,0.543,107.023,4.0,"[['folk-pop', 'modern rock']]",[73],73.0
Nog Steeds Dezelfde,"Willem Ardui, Willem",Nog Steeds Dezelfde,single,2023-09-15,3:39,219916,2023-11-09T17:14:26Z,115458813,31,0F4hPNXDZHw79Vxxxklcl6,spotify:track:0F4hPNXDZHw79Vxxxklcl6,"['spotify:artist:1Erb9tjg91Er5fXHWHUmyY', 'spotify:artist:0QuIRxRWYAl4oRHSQYCYds']","['Willem Ardui', 'Willem']",True,0.657,0.366,4.0,-13.953,0.0,0.112,0.702,0.000634,0.118,0.416,86.994,4.0,"[['belgian pop'], ['dutch hip hop']]","[20, 45]",32.5
Imitation,Bear's Den,White Magnolias,single,2023-11-10,4:10,250880,2023-11-10T12:17:41Z,svdpal,41,4w3AHzPJknAhLa91y9hctv,spotify:track:4w3AHzPJknAhLa91y9hctv,['spotify:artist:0nJaMZM8paoA5HEUTUXPqi'],"[""Bear's Den""]",True,0.482,0.0623,7.0,-19.258,1.0,0.0401,0.952,9.25e-05,0.109,0.12,147.595,3.0,"[['folk-pop', 'stomp and flutter', 'uk americana']]",[55],55.0
Berwyn (all that i got is you),"Fred again.., BERWYN, Dermot Kennedy, Guante",Actual Life 3 (January 1 - September 9 2022),album,2022-09-06,3:40,220562,2023-11-14T07:46:04Z,1110446304,52,4fw9IsZLZ4IW969ycjpmPy,spotify:track:4fw9IsZLZ4IW969ycjpmPy,"['spotify:artist:4oLeXFyACqeem2VImYeBFe', 'spotify:artist:5zatdvej2AxogC5pbu2msR', 'spotify:artist:5KNNVgR6LBIABRIomyCwKJ', 'spotify:artist:5p9zQL75ZiIbZHkgl4xoA0']","['Fred again..', 'BERWYN', 'Dermot Kennedy', 'Guante']",True,0.437,0.407,6.0,-14.377,1.0,0.302,0.916,0.653,0.45,0.088,126.73,4.0,"[['edm', 'house', 'stutter house'], [], ['folk-pop', 'irish pop', 'uk pop'], ['slam poetry']]","[77, 39, 71, 34]",55.25
Houden Van Mij,Froukje,Houden Van Mij,single,2023-10-27,2:18,138053,2023-11-14T17:09:51Z,svdpal,53,6YydP7xxbousqGYDNIpwtc,spotify:track:6YydP7xxbousqGYDNIpwtc,['spotify:artist:0uBVyPbLZRDNEBiA4fZUlp'],['Froukje'],True,0.524,0.353,9.0,-12.467,0.0,0.0477,0.961,0.00119,0.106,0.317,122.067,3.0,"[['dutch indie', 'dutch pop', 'lustrum']]",[52],52.0
Hope This Song Is For You (From the Netflix Film ‘A Beautiful Life’),Christopher,A Beautiful Life (Music From The Netflix Film),album,2023-06-01,2:35,155369,2023-11-14T18:25:43Z,svdpal,34,2EZ3EiXOYh3BTYtsiIKoQe,spotify:track:2EZ3EiXOYh3BTYtsiIKoQe,['spotify:artist:3zDRCqOhJXJfS2YWOEwGMC'],['Christopher'],True,0.565,0.339,6.0,-8.197,1.0,0.0305,0.691,0.0,0.0982,0.461,79.518,4.0,[['danish pop']],[61],61.0
A Running Start,Sufjan Stevens,Javelin,album,2023-10-06,4:21,261165,2023-11-15T08:08:12Z,hvdpal58,59,0VEjM4LYuOxPCtrtKuwbuq,spotify:track:0VEjM4LYuOxPCtrtKuwbuq,['spotify:artist:4MXUO7sVCaFgFjoTI5ox5c'],['Sufjan Stevens'],True,0.622,0.329,3.0,-10.566,1.0,0.0276,0.926,0.0273,0.105,0.452,87.981,5.0,"[['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']]",[71],71.0
Popcorn (feat. Sylvie Kreusch),"Warhaus, Sylvie Kreusch",Popcorn (feat. Sylvie Kreusch),single,2023-11-10,3:56,236830,2023-11-16T16:26:34Z,svdpal,48,72oOVAyt2QyHSg7TezuI6G,spotify:track:72oOVAyt2QyHSg7TezuI6G,"['spotify:artist:5uy67fWgovgNdbkP1kAf7m', 'spotify:artist:11T0XSkxSB5KUPTe8P8BOl']","['Warhaus', 'Sylvie Kreusch']",True,0.642,0.729,2.0,-6.675,1.0,0.0536,0.0626,0.0436,0.0818,0.587,159.962,4.0,"[['belgian indie', 'belgian rock'], ['belgian indie', 'belgian pop']]","[47, 40]",43.5
Bloed In Mijn Bloed,Wende,Sterrenlopen,album,2023-09-08,3:58,238671,2023-11-16T16:35:35Z,115458813,35,1wWg9osOP31UyBk4hfbrA4,spotify:track:1wWg9osOP31UyBk4hfbrA4,['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G'],['Wende'],True,0.737,0.325,1.0,-11.647,1.0,0.0531,0.722,0.0785,0.0993,0.11,125.958,4.0,"[['dutch indie', 'dutch pop']]",[40],40.0
Troostzoekers (met Froukje),"Wende, Froukje",Sterrenlopen,album,2023-09-08,3:32,212471,2023-11-17T11:17:40Z,115458813,47,1EGEgAKpYg1T9zOVZKyP8J,spotify:track:1EGEgAKpYg1T9zOVZKyP8J,"['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G', 'spotify:artist:0uBVyPbLZRDNEBiA4fZUlp']","['Wende', 'Froukje']",True,0.735,0.442,9.0,-9.81,0.0,0.0391,0.708,0.000113,0.0887,0.328,111.006,4.0,"[['dutch indie', 'dutch pop'], ['dutch indie', 'dutch pop', 'lustrum']]","[40, 52]",46.0
Far Away Island,Blur,The Ballad of Darren,album,2023-07-21,2:57,177529,2023-11-18T13:54:35Z,hvdpal58,44,7HInMIq6FYsAlslUFSgwWm,spotify:track:7HInMIq6FYsAlslUFSgwWm,['spotify:artist:7MhMgCo0Bl0Kukl93PZbYS'],['Blur'],True,0.387,0.412,0.0,-8.688,1.0,0.0294,0.881,0.204,0.111,0.133,93.843,3.0,"[['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']]",[68],68.0
Vanavond Komt Ze Naar Mij,Adriaan Persons,Vanavond Komt Ze Naar Mij,single,2023-09-08,3:08,188450,2023-11-18T11:54:39Z,svdpal,45,1XlUhojwsf89SFoxuwvXW8,spotify:track:1XlUhojwsf89SFoxuwvXW8,['spotify:artist:1TPrAXJAcBA8sUPNN39eZg'],['Adriaan Persons'],True,0.738,0.659,5.0,-5.563,0.0,0.118,0.0949,2.34e-06,0.1,0.964,92.938,4.0,[[]],[27],27.0
UNHEALTHY (feat. Shania Twain),"Anne-Marie, Shania Twain",UNHEALTHY (feat. Shania Twain),single,2023-05-18,2:29,149653,2023-11-18T12:03:39Z,svdpal,72,2doTn2LWTKN1Z0lZJG2WQw,spotify:track:2doTn2LWTKN1Z0lZJG2WQw,"['spotify:artist:1zNqDE7qDGCsyzJwohVaoX', 'spotify:artist:5e4Dhzv426EvQe3aDb64jL']","['Anne-Marie', 'Shania Twain']",True,0.621,0.66,11.0,-6.208,0.0,0.0366,0.00526,0.0,0.072,0.407,119.937,4.0,"[['pop'], ['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']]","[77, 73]",75.0
Blades,Arlo Parks,My Soft Machine,album,2023-05-26,3:41,221092,2023-11-18T12:08:06Z,svdpal,53,77F6ryVdeVe0ZabzhpCad2,spotify:track:77F6ryVdeVe0ZabzhpCad2,['spotify:artist:4kIwETcbpuFgRukE8o7Opx'],['Arlo Parks'],True,0.762,0.572,7.0,-6.533,0.0,0.0355,0.138,0.00222,0.106,0.504,106.014,4.0,"[['indie pop', 'indie soul', 'uk contemporary r&b']]",[60],60.0
Basquiat,Asake,Work Of Art,album,2023-06-15,2:14,134482,2023-11-18T12:09:16Z,svdpal,70,2H0w7oYDjUvgsFlNQ5swIg,spotify:track:2H0w7oYDjUvgsFlNQ5swIg,['spotify:artist:3a1tBryiczPAZpgoZN9Rzg'],['Asake'],True,0.825,0.767,5.0,-7.893,1.0,0.0418,0.547,4.6e-06,0.0914,0.857,115.957,4.0,"[['afrobeats', 'nigerian pop']]",[72],72.0
The Ballad,Blur,The Ballad of Darren,album,2023-07-21,3:36,216599,2023-11-18T14:19:14Z,hvdpal58,51,7l6hvTRyX52kg6q4zNIfQA,spotify:track:7l6hvTRyX52kg6q4zNIfQA,['spotify:artist:7MhMgCo0Bl0Kukl93PZbYS'],['Blur'],True,0.6,0.63,11.0,-7.505,0.0,0.0422,0.402,0.00232,0.121,0.567,133.942,4.0,"[['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']]",[68],68.0
Hello Love,Jessie Ware,That! Feels Good!,album,2023-04-28,4:42,282666,2023-11-20T10:19:15Z,hvdpal58,51,40bgBzGrYBURVjiQ4itEkh,spotify:track:40bgBzGrYBURVjiQ4itEkh,['spotify:artist:5Mq7iqCWBzofK39FBqblNc'],['Jessie Ware'],True,0.486,0.749,5.0,-4.279,1.0,0.0494,0.12,0.0,0.112,0.709,91.571,4.0,"[['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']]",[59],59.0
Begin Again,Jessie Ware,That! Feels Good!,album,2023-04-28,5:24,324333,2023-11-20T10:19:48Z,hvdpal58,51,7pMJ455NDmDtnAxSRniJt2,spotify:track:7pMJ455NDmDtnAxSRniJt2,['spotify:artist:5Mq7iqCWBzofK39FBqblNc'],['Jessie Ware'],True,0.492,0.916,9.0,-4.669,0.0,0.147,0.118,0.0,0.0389,0.456,109.967,4.0,"[['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']]",[59],59.0
Smoke and Fire,Låpsley,Cautionary Tales of Youth,album,2023-01-20,3:39,219576,2023-11-20T10:31:26Z,hvdpal58,24,0YsRQQjWdXZ6MeWV0BxrfR,spotify:track:0YsRQQjWdXZ6MeWV0BxrfR,['spotify:artist:27ze6hCgfr3HcDZAHY60pg'],['Låpsley'],True,0.753,0.481,5.0,-11.597,1.0,0.0445,0.621,0.495,0.0939,0.128,113.99,4.0,"[['electropop', 'gauze pop']]",[49],49.0
Jasmine,Arlo Parks,Jasmine,single,2023-11-07,3:39,219598,2023-11-20T15:03:55Z,115458813,55,6bniCXManaPDnCN34waQs6,spotify:track:6bniCXManaPDnCN34waQs6,['spotify:artist:4kIwETcbpuFgRukE8o7Opx'],['Arlo Parks'],True,0.646,0.646,10.0,-7.988,0.0,0.0722,0.256,0.136,0.0971,0.559,93.456,4.0,"[['indie pop', 'indie soul', 'uk contemporary r&b']]",[60],60.0
Jane Birkin,MIKA,Jane Birkin,single,2023-11-16,3:16,196546,2023-11-23T20:09:01Z,115458813,51,4xsVpeTSTh64G82qf2HHaF,spotify:track:4xsVpeTSTh64G82qf2HHaF,['spotify:artist:5MmVJVhhYKQ86izuGHzJYA'],['MIKA'],True,0.653,0.683,6.0,-7.1,0.0,0.0433,0.0552,0.00287,0.196,0.624,128.053,4.0,[['electropop']],[65],65.0
Blijf Nog Even Hier,"Guusje, Bazart",Blijf Nog Even Hier,single,2023-05-26,2:45,165354,2023-11-24T16:30:32Z,svdpal,53,0cv8BexgGcfJE8TZcdmqpW,spotify:track:0cv8BexgGcfJE8TZcdmqpW,"['spotify:artist:3JrsxoRQjMCK7UjatNPTGx', 'spotify:artist:3kcwSBHk3lMgHMHuxjJLNZ']","['Guusje', 'Bazart']",True,0.707,0.686,0.0,-6.402,0.0,0.0343,0.0491,0.00028,0.378,0.818,121.992,4.0,"[[], ['belgian indie', 'belgian pop', 'kleinkunst']]","[36, 46]",41.0
So Many Plans,Beirut,So Many Plans,single,2023-08-30,3:47,227685,2023-11-24T16:37:20Z,svdpal,40,14pNmP49UDCDJDobtV2FMc,spotify:track:14pNmP49UDCDJDobtV2FMc,['spotify:artist:6pmxr66tMAePxzOLfjGNcX'],['Beirut'],True,0.356,0.382,0.0,-10.295,1.0,0.0329,0.904,0.776,0.104,0.227,179.754,3.0,"[['albuquerque indie', 'baroque pop', 'chamber pop', 'indie rock', 'indietronica', 'stomp and holler']]",[56],56.0
Walking Backwards,Ben Howard,Is It?,album,2023-06-16,5:19,319986,2023-11-24T16:39:36Z,svdpal,45,7CIaxkpPPSf4cRsLf4aFik,spotify:track:7CIaxkpPPSf4cRsLf4aFik,['spotify:artist:5schNIzWdI9gJ1QRK8SBnc'],['Ben Howard'],True,0.659,0.819,8.0,-8.921,1.0,0.0386,0.0826,0.713,0.178,0.332,111.594,4.0,"[['british singer-songwriter', 'folk-pop', 'indie folk']]",[63],63.0
Pyjamas - feat. Remi Wolf,"Benny Sings, Remi Wolf",Young Hearts,album,2023-03-24,2:48,168240,2023-11-24T16:41:15Z,svdpal,34,4y4NgpUgYK33pKT5OIKmBQ,spotify:track:4y4NgpUgYK33pKT5OIKmBQ,"['spotify:artist:4gHcu2JoaXJ0mV4aNPCd7N', 'spotify:artist:0NB5HROxc8dDBXpkIi1v3d']","['Benny Sings', 'Remi Wolf']",True,0.904,0.46,7.0,-9.485,1.0,0.0758,0.173,0.0852,0.136,0.717,96.971,4.0,"[['dutch pop', 'indie soul'], ['indie pop', 'modern alternative pop']]","[60, 61]",60.5
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",single,2023-07-13,3:42,222369,2023-11-24T19:29:02Z,115458813,91,6wf7Yu7cxBSPrRlWeSeK0Q,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,['spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH'],['Billie Eilish'],True,0.444,0.0911,0.0,-17.665,1.0,0.0307,0.959,1.05e-06,0.098,0.142,78.403,4.0,"[['art pop', 'pop']]",[87],87.0
