name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,enriched,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity
kisses,Slowdive,kisses,single,2023-06-20,3:57,237434,2023-06-27T10:20:42Z,hvdpal58,21,2qUNrUbCYoUE6MsOR3tTD1,spotify:track:2qUNrUbCYoUE6MsOR3tTD1,['spotify:artist:72X6FHxaShda0XeQw3vbeF'],['Slowdive'],True,0.57,0.804,11.0,-7.032,0.0,0.0329,0.0195,0.724,0.0587,0.471,128.031,4.0,"[['alternative rock', 'dream pop', 'reading indie', 'shoegaze']]",[62],62.0
Simone,Bilal Wahib,Simone,single,2023-06-22,2:30,150999,2023-06-28T13:06:10Z,1110446304,45,233KjtSp13hed57BJgRjul,spotify:track:233KjtSp13hed57BJgRjul,['spotify:artist:5wV3FoaNbDB6X9INuQvs1K'],['Bilal Wahib'],True,0.882,0.539,5.0,-6.875,0.0,0.0624,0.0874,1.1e-06,0.073,0.606,103.903,4.0,[['dutch hip hop']],[53],53.0
Make My Day (with David Guetta),"Coi Leray, David Guetta",COI,album,2023-06-23,2:15,135253,2023-06-29T08:59:44Z,1110446304,54,4f0i8ligJspqXf8qeAV1sS,spotify:track:4f0i8ligJspqXf8qeAV1sS,"['spotify:artist:6AMd49uBDJfhf30Ak2QR5s', 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai']","['Coi Leray', 'David Guetta']",True,0.799,0.688,10.0,-7.153,0.0,0.251,0.059,0.0,0.0966,0.567,109.732,4.0,"[['new jersey underground rap', 'trap queen'], ['big room', 'dance pop', 'edm', 'pop', 'pop dance']]","[72, 86]",79.0
Like It Always Was,Danny Vera,Like It Always Was,single,2023-06-21,3:20,200113,2023-06-29T08:59:49Z,1110446304,49,5aniJiKNuKy75LfedJ5dTt,spotify:track:5aniJiKNuKy75LfedJ5dTt,['spotify:artist:1bObiFZkYu7IfzxVlAVj5x'],['Danny Vera'],True,0.372,0.157,0.0,-14.929,1.0,0.0338,0.942,0.00041,0.12,0.315,179.621,4.0,"[['dutch americana', 'dutch pop', 'dutch rock', 'dutch singer-songwriter']]",[52],52.0
I've Been In Love,"Jungle, Channel Tres",I've Been In Love,single,2023-06-20,2:49,169472,2023-06-29T09:00:29Z,1110446304,24,0lvOUYM0NzbzOI856TUHMM,spotify:track:0lvOUYM0NzbzOI856TUHMM,"['spotify:artist:59oA5WbbQvomJz2BuRG071', 'spotify:artist:4cUkGQyhLFqKHBtL58HYVp']","['Jungle', 'Channel Tres']",True,0.679,0.506,9.0,-9.497,0.0,0.0671,0.421,0.00216,0.434,0.588,114.967,4.0,"[['indie soul', 'uk contemporary r&b'], ['indie soul', 'la pop']]","[71, 60]",65.5
Spirit 2.0,Sampha,Spirit 2.0,single,2023-06-28,4:49,289962,2023-07-01T11:00:32Z,svdpal,49,3JKRuo3KhL39T6XWAXPohj,spotify:track:3JKRuo3KhL39T6XWAXPohj,['spotify:artist:2WoVwexZuODvclzULjPQtm'],['Sampha'],True,0.741,0.491,5.0,-11.416,1.0,0.0512,0.606,0.283,0.141,0.503,150.553,4.0,"[['alternative r&b', 'indie soul']]",[64],64.0
STRUT,EMELINE,STRUT,single,2022-08-19,1:57,117727,2023-07-01T14:16:51Z,svdpal,65,749rod7GCmj0OVdumGfzVq,spotify:track:749rod7GCmj0OVdumGfzVq,['spotify:artist:4S38gbKfKkEbty2YAIDIlV'],['EMELINE'],True,0.842,0.715,11.0,-5.906,0.0,0.0696,0.0419,2.58e-05,0.112,0.326,107.952,3.0,[['alt z']],[58],58.0
VOLVER,"Tainy, Skrillex, Four Tet, Rauw Alejandro",DATA,album,2023-06-29,3:05,185806,2023-07-12T05:54:36Z,115458813,70,1ncGbGufa7aUaJ5zC4YP3y,spotify:track:1ncGbGufa7aUaJ5zC4YP3y,"['spotify:artist:0GM7qgcRCORpGnfcN2tCiB', 'spotify:artist:5he5w2lnU9x7JFhnwcekXX', 'spotify:artist:7Eu1txygG6nJttLHbZdQOh', 'spotify:artist:1mcTU81TzQhprhouKaTkpq']","['Tainy', 'Skrillex', 'Four Tet', 'Rauw Alejandro']",True,0.745,0.887,11.0,-2.75,0.0,0.0437,0.0306,0.00224,0.245,0.722,155.041,4.0,"[['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino'], ['brostep', 'complextro', 'edm', 'electro', 'pop dance'], ['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop'], ['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']]","[78, 74, 61, 86]",74.75
In De Steek,Jungle by Night,In De Steek,single,2023-01-19,5:37,337138,2023-07-13T11:20:54Z,115458813,19,2Vzw8VffzQOvtYpFJWUrkU,spotify:track:2Vzw8VffzQOvtYpFJWUrkU,['spotify:artist:2StcyX3fmelae5agBHIkDO'],['Jungle by Night'],True,0.782,0.59,0.0,-11.111,1.0,0.0349,0.565,0.882,0.0828,0.824,122.933,4.0,[['dutch indie']],[33],33.0
Fine Day Anthem,"Skrillex, Boys Noize, Opus III",Fine Day Anthem,single,2023-07-07,3:13,193690,2023-07-13T06:16:49Z,115458813,71,6tifCCTIVBLC2TmTquYG7G,spotify:track:6tifCCTIVBLC2TmTquYG7G,"['spotify:artist:5he5w2lnU9x7JFhnwcekXX', 'spotify:artist:62k5LKMhymqlDNo2DWOvvv', 'spotify:artist:1hQuWl1dueM7ChRUZRn05z']","['Skrillex', 'Boys Noize', 'Opus III']",True,0.745,0.85,6.0,-3.903,0.0,0.075,0.000285,0.0392,0.118,0.54,138.03,4.0,"[['brostep', 'complextro', 'edm', 'electro', 'pop dance'], ['alternative dance', 'dance-punk', 'electro house', 'fidget house', 'filter house', 'german dance', 'german techno', 'new rave'], ['ambient house', 'dream trance', 'hardcore techno', 'hip house']]","[74, 56, 52]",60.66666666666666
How You Samba,"Kris Kross Amsterdam, Sofía Reyes, Tinie Tempah",How You Samba,single,2023-05-12,2:31,151680,2023-07-13T06:17:21Z,115458813,59,5OsYviJJXb8g8uM1K7JiPm,spotify:track:5OsYviJJXb8g8uM1K7JiPm,"['spotify:artist:4LcUpNlXFEleaLlelmkv2R', 'spotify:artist:0haZhu4fFKt0Ag94kZDiz2', 'spotify:artist:0Tob4H0FLtEONHU1MjpUEp']","['Kris Kross Amsterdam', 'Sofía Reyes', 'Tinie Tempah']",True,0.566,0.704,11.0,-8.003,0.0,0.0752,0.0461,3.25e-05,0.731,0.429,124.933,4.0,"[['dutch house', 'dutch pop'], ['latin pop', 'latin viral pop', 'mexican pop', 'reggaeton'], ['dance pop', 'grime', 'pop rap']]","[61, 66, 62]",63.0
Reset - Prins Thomas Diskomiks,"Massimiliano Pagliara, Coloray, Fort Romeau, Prins Thomas",Reset (Prins Thomas Remixes),single,2023-06-16,8:43,523185,2023-07-14T17:27:07Z,115458813,10,5UX3IxKOIb3R4TEgMJURFK,spotify:track:5UX3IxKOIb3R4TEgMJURFK,"['spotify:artist:6rr6POhpIL25CJFS3o3Dym', 'spotify:artist:6a3p6ZKDkTzrVbloxkD73E', 'spotify:artist:5MKqWyqq5CStK7AhkTvzQF', 'spotify:artist:4rsEVNO1tGTY0beCnsnHi6']","['Massimiliano Pagliara', 'Coloray', 'Fort Romeau', 'Prins Thomas']",True,0.636,0.921,0.0,-6.308,0.0,0.0438,0.00394,0.449,0.163,0.753,124.0,4.0,"[['float house'], [], ['float house', 'future garage', 'microhouse'], ['balearic', 'norwegian space disco']]","[28, 30, 31, 33]",30.5
It Must Change,"ANOHNI, Antony and the Johnsons",My Back Was A Bridge For You To Cross,album,2023-07-06,4:55,295013,2023-07-16T10:08:48Z,hvdpal58,47,0kN5FVdrkO1w7itaepBMwM,spotify:track:0kN5FVdrkO1w7itaepBMwM,"['spotify:artist:6VJZYivuYJGCrPuOAnI7Qo', 'spotify:artist:4fxp616ALtFWnXfwxnjLzW']","['ANOHNI', 'Antony and the Johnsons']",True,0.674,0.386,7.0,-12.68,0.0,0.0276,0.603,0.00121,0.112,0.342,97.06,4.0,"[['art pop', 'chamber psych', 'experimental pop', 'metropopolis', 'transpop'], ['baroque pop', 'chamber pop', 'melancholia']]","[49, 48]",48.5
So Much - Dark-Side Mix,Peter Gabriel,So Much (Dark-Side Mix),single,2023-07-03,4:50,290948,2023-07-16T11:31:53Z,hvdpal58,37,45GmfZojjnWbfgYyEk0txR,spotify:track:45GmfZojjnWbfgYyEk0txR,['spotify:artist:7C4sUpWGlTy7IANjruj02I'],['Peter Gabriel'],True,0.355,0.241,0.0,-11.524,1.0,0.0458,0.847,0.0746,0.111,0.19,84.429,4.0,"[['album rock', 'art rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'permanent wave', 'progressive rock', 'rock', 'singer-songwriter', 'soft rock']]",[64],64.0
Tiny Garden,"Jamila Woods, duendita",Tiny Garden,single,2023-07-11,4:11,251991,2023-07-20T15:28:29Z,1110446304,42,40ke1BOmv6yyUrfbchPr3P,spotify:track:40ke1BOmv6yyUrfbchPr3P,"['spotify:artist:4UodukR17NIQfNu5uaqm9B', 'spotify:artist:4vZBqD3QXrKiE3mZ6zHr22']","['Jamila Woods', 'duendita']",True,0.743,0.354,6.0,-10.923,0.0,0.138,0.239,2.35e-05,0.105,0.643,96.028,4.0,"[['afrofuturism', 'alternative r&b'], ['bedroom soul']]","[49, 35]",42.0
Lay Low,Tiësto,Lay Low,single,2023-01-06,2:33,153442,2023-07-25T15:38:26Z,1110446304,78,0zKbDrEXKpnExhGQRe9dxt,spotify:track:0zKbDrEXKpnExhGQRe9dxt,['spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z'],['Tiësto'],True,0.534,0.855,1.0,-4.923,0.0,0.183,0.0607,0.000263,0.346,0.42,122.06,4.0,"[['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']]",[81],81.0
vampire,Olivia Rodrigo,vampire,single,2023-06-30,3:39,219724,2023-07-25T16:01:51Z,1110446304,55,3k79jB4aGmMDUQzEwa46Rz,spotify:track:3k79jB4aGmMDUQzEwa46Rz,['spotify:artist:1McMsnEElThX1knmY4oliG'],['Olivia Rodrigo'],True,0.511,0.532,5.0,-5.745,1.0,0.056,0.169,0.0,0.311,0.322,137.827,4.0,[['pop']],[87],87.0
Sliver of Ice,"ANOHNI, Antony and the Johnsons",My Back Was A Bridge For You To Cross,album,2023-07-06,3:41,221760,2023-07-27T17:17:21Z,115458813,44,3Jbgr9lr2j3K22dZh9VYcx,spotify:track:3Jbgr9lr2j3K22dZh9VYcx,"['spotify:artist:6VJZYivuYJGCrPuOAnI7Qo', 'spotify:artist:4fxp616ALtFWnXfwxnjLzW']","['ANOHNI', 'Antony and the Johnsons']",True,0.361,0.145,1.0,-15.759,1.0,0.0418,0.94,0.000259,0.111,0.0766,150.968,4.0,"[['art pop', 'chamber psych', 'experimental pop', 'metropopolis', 'transpop'], ['baroque pop', 'chamber pop', 'melancholia']]","[49, 48]",48.5
Camelo's - Original Mix,Vilchezz,slash 005 - Camelo's,single,2023-07-28,5:57,357827,2023-07-31T04:34:50Z,115458813,36,0IruDrkxiWEsm8SjNJ4S6f,spotify:track:0IruDrkxiWEsm8SjNJ4S6f,['spotify:artist:3tQxdRq2x9lmRNU4ojZeFp'],['Vilchezz'],True,0.658,0.918,6.0,-9.152,0.0,0.0447,0.00393,0.909,0.104,0.244,145.024,4.0,[[]],[20],20.0
De Jakkaman pt. 1 & pt. 2,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,5:04,304049,2023-08-11T18:27:06Z,115458813,43,1ETFYi66tAmX1PUkhj5Xnt,spotify:track:1ETFYi66tAmX1PUkhj5Xnt,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],True,0.82,0.693,1.0,-6.509,1.0,0.0652,0.155,0.0114,0.48,0.59,100.011,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0
De Jakkaman pt. 3,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,1:58,118350,2023-08-11T18:27:18Z,115458813,34,7q5M9NZPFmpZAcgzZ8n6fO,spotify:track:7q5M9NZPFmpZAcgzZ8n6fO,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],True,0.689,0.812,1.0,-5.743,1.0,0.0422,0.0178,0.964,0.0808,0.812,99.987,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0
Welcome to the DCC,Nothing But Thieves,Dead Club City,album,2023-06-30,3:17,197557,2023-08-16T06:49:13Z,115458813,62,1eivMnftGIAIeTDUfTssVX,spotify:track:1eivMnftGIAIeTDUfTssVX,['spotify:artist:1kDGbuxWknIKx4FlgWxiSp'],['Nothing But Thieves'],True,0.656,0.748,9.0,-4.759,0.0,0.0589,0.0201,0.0563,0.129,0.202,121.052,4.0,"[['alternative pop rock', 'modern alternative rock', 'modern rock']]",[67],67.0
Fangs - Avalon Emerson’s Re-Chip Remix,"Nathan Micay, Avalon Emerson",Fangs (Avalon Emerson’s Re-Chip Remix),single,2023-07-27,6:28,388290,2023-08-17T09:53:32Z,115458813,20,1o7i72xi4OudOtgB9XOZcf,spotify:track:1o7i72xi4OudOtgB9XOZcf,"['spotify:artist:6U7MOIhacysUEnfJ41WfhC', 'spotify:artist:4yrO1N273PlTaixa4BNwBz']","['Nathan Micay', 'Avalon Emerson']",True,0.648,0.915,9.0,-9.083,1.0,0.0363,0.0463,0.872,0.102,0.791,134.991,4.0,"[['canadian house', 'experimental house'], ['electra', 'float house']]","[27, 36]",31.5
Off Wiv Ya Headz,Nia Archives,Off Wiv Ya Headz,single,2023-06-09,3:26,206694,2023-08-20T20:21:16Z,115458813,56,29LpCEcWnk9lFfzR2o3YVW,spotify:track:29LpCEcWnk9lFfzR2o3YVW,['spotify:artist:7BMR0fwtEvzGtK4rNGdoiQ'],['Nia Archives'],True,0.555,0.984,8.0,-2.772,0.0,0.135,0.0116,0.586,0.54,0.337,164.989,4.0,[['modern jungle']],[55],55.0
Double Tap,LSDXOXO,Double Tap,single,2023-05-30,3:10,190005,2023-08-23T11:48:12Z,115458813,35,0wLcWLY6JuNIuqJZxOu1Z7,spotify:track:0wLcWLY6JuNIuqJZxOu1Z7,['spotify:artist:2M2blWl1LBN2UoxlJdaug2'],['LSDXOXO'],True,0.612,0.957,2.0,-6.587,1.0,0.0447,6.17e-05,0.414,0.17,0.583,145.001,4.0,"[['escape room', 'vogue']]",[38],38.0
Take It Slow (feat. Loyle Carner),"ENNY, Loyle Carner",Take It Slow (feat. Loyle Carner),single,2023-04-12,3:41,221250,2023-08-26T14:25:02Z,hvdpal58,54,2Yk44lQXJDw9jySBTOB0Ag,spotify:track:2Yk44lQXJDw9jySBTOB0Ag,"['spotify:artist:3qEnCAnX23lvoxZYtBiPgL', 'spotify:artist:4oDjh8wNW5vDHyFRrDYC4k']","['ENNY', 'Loyle Carner']",True,0.508,0.6,4.0,-8.554,0.0,0.411,0.484,0.00134,0.0756,0.589,88.704,4.0,"[['alternative r&b'], ['indie soul', 'london rap']]","[54, 62]",58.0
Prada,"cassö, RAYE, D-Block Europe",Prada,single,2023-08-11,2:12,132359,2023-08-28T09:40:07Z,hvdpal58,90,59NraMJsLaMCVtwXTSia8i,spotify:track:59NraMJsLaMCVtwXTSia8i,"['spotify:artist:5wCmhq5J2hPwL2r0eKurxn', 'spotify:artist:5KKpBU5eC2tJDzf0wmlRp2', 'spotify:artist:5VadK1havLhK1OpKYsXv9y']","['cassö', 'RAYE', 'D-Block Europe']",True,0.638,0.717,8.0,-5.804,1.0,0.0375,0.001,1.79e-06,0.113,0.422,141.904,4.0,"[[], ['uk contemporary r&b', 'uk pop'], ['melodic drill', 'uk hip hop']]","[73, 78, 77]",76.0
Escapism.,"RAYE, 070 Shake",My 21st Century Blues,album,2023-02-03,4:32,272373,2023-08-28T09:57:11Z,hvdpal58,83,5mHdCZtVyb4DcJw8799hZp,spotify:track:5mHdCZtVyb4DcJw8799hZp,"['spotify:artist:5KKpBU5eC2tJDzf0wmlRp2', 'spotify:artist:12Zk1DFhCbHY6v3xep2ZjI']","['RAYE', '070 Shake']",True,0.538,0.742,2.0,-5.355,1.0,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4.0,"[['uk contemporary r&b', 'uk pop'], ['new jersey rap']]","[78, 70]",74.0
Mary Jane.,RAYE,My 21st Century Blues,album,2023-02-03,3:52,232053,2023-08-28T09:58:48Z,hvdpal58,50,3PLTYnLCus4KHeCyW2jsee,spotify:track:3PLTYnLCus4KHeCyW2jsee,['spotify:artist:5KKpBU5eC2tJDzf0wmlRp2'],['RAYE'],True,0.564,0.268,7.0,-9.792,1.0,0.0311,0.844,0.000111,0.187,0.398,81.836,4.0,"[['uk contemporary r&b', 'uk pop']]",[78],78.0
Used To Be Young,Miley Cyrus,Endless Summer Vacation,album,2023-08-18,3:11,191185,2023-08-31T20:36:14Z,1110446304,79,41WQUSINanQHfhfKpFDsms,spotify:track:41WQUSINanQHfhfKpFDsms,['spotify:artist:5YGY8feqx7naU7z4HrwZM6'],['Miley Cyrus'],True,0.451,0.632,4.0,-3.843,1.0,0.0475,0.6,0.0,0.139,0.455,147.06,4.0,[['pop']],[83],83.0
Fairlies,Grian Chatten,Chaos For The Fly,album,2023-06-30,4:10,250173,2023-09-11T19:36:06Z,hvdpal58,51,5GxHieECgT7L3Uo92HHUef,spotify:track:5GxHieECgT7L3Uo92HHUef,['spotify:artist:6XyAI3jtlsss5mJjAAJXzE'],['Grian Chatten'],True,0.491,0.727,11.0,-5.975,1.0,0.0407,0.0307,0.000632,0.115,0.471,170.603,4.0,[['crank wave']],[43],43.0
Bob's Casino,Grian Chatten,Chaos For The Fly,album,2023-06-30,4:44,284293,2023-09-11T19:36:21Z,hvdpal58,43,5a6pdzacMkKTgDmr46W65Y,spotify:track:5a6pdzacMkKTgDmr46W65Y,['spotify:artist:6XyAI3jtlsss5mJjAAJXzE'],['Grian Chatten'],True,0.544,0.657,7.0,-7.439,1.0,0.032,0.0123,0.0127,0.0462,0.586,130.08,4.0,[['crank wave']],[43],43.0
Ice Cream Man.,RAYE,My 21st Century Blues,album,2023-02-03,4:08,248733,2023-09-11T19:41:56Z,hvdpal58,58,60KvZItTS7PpROovaNVQcy,spotify:track:60KvZItTS7PpROovaNVQcy,['spotify:artist:5KKpBU5eC2tJDzf0wmlRp2'],['RAYE'],True,0.548,0.295,6.0,-10.276,1.0,0.245,0.693,0.000278,0.247,0.123,152.593,4.0,"[['uk contemporary r&b', 'uk pop']]",[78],78.0
Sterrenlopen (met S10),"Wende, S10",Sterrenlopen (met S10),single,2023-09-06,4:02,242702,2023-09-12T15:59:02Z,svdpal,24,7yrvzTfOAxtB4UkUnizn1X,spotify:track:7yrvzTfOAxtB4UkUnizn1X,"['spotify:artist:3SCB3V2d5Loauz5tfo6Y5G', 'spotify:artist:1zT9SWCzN45r7oVhy0VYLK']","['Wende', 'S10']",True,0.615,0.711,8.0,-7.311,1.0,0.0363,0.303,0.0605,0.141,0.283,161.95,4.0,"[['dutch indie', 'dutch pop'], ['dutch pop']]","[40, 57]",48.5
Something On My Mind,"Purple Disco Machine, Duke Dumont, Nothing But Thieves",Something On My Mind,single,2023-09-08,3:36,216774,2023-09-14T15:49:57Z,1110446304,70,7uEvezzgCoYmqRDloOXUSR,spotify:track:7uEvezzgCoYmqRDloOXUSR,"['spotify:artist:2WBJQGf1bT1kxuoqziH5g4', 'spotify:artist:61lyPtntblHJvA7FMMhi7E', 'spotify:artist:1kDGbuxWknIKx4FlgWxiSp']","['Purple Disco Machine', 'Duke Dumont', 'Nothing But Thieves']",True,0.612,0.802,9.0,-5.087,0.0,0.0743,0.00693,2.33e-05,0.422,0.775,118.036,4.0,"[['deep house', 'house'], ['edm', 'house', 'pop dance', 'progressive house', 'uk dance'], ['alternative pop rock', 'modern alternative rock', 'modern rock']]","[71, 64, 67]",67.33333333333333
"Paris, Texas (feat. SYML)","Lana Del Rey, SYML",Did you know that there's a tunnel under Ocean Blvd,album,2023-03-24,3:26,206722,2023-09-18T12:40:02Z,115458813,74,0Oqxt6JixieLHbwMfnJGWO,spotify:track:0Oqxt6JixieLHbwMfnJGWO,"['spotify:artist:00FQb4jTyendYWaN8pK0wa', 'spotify:artist:6AyATGg7mDgBlZ4N5uNog0']","['Lana Del Rey', 'SYML']",True,0.315,0.102,0.0,-17.621,0.0,0.034,0.985,0.0512,0.109,0.185,169.69,3.0,"[['art pop', 'pop'], ['indie anthem-folk', 'modern indie pop']]","[89, 70]",79.5
Not Worth It,Maria Mena,And Then Came You,album,2023-09-15,3:56,236062,2023-09-15T06:24:00Z,1110446304,34,2eHr4kwnpX5XaU7YnQ6mAt,spotify:track:2eHr4kwnpX5XaU7YnQ6mAt,['spotify:artist:3rTRHzFfbTk5GL3LpYZGHR'],['Maria Mena'],True,0.524,0.802,9.0,-5.899,1.0,0.0332,0.0121,8.22e-05,0.113,0.335,105.042,4.0,"[['candy pop', 'norwegian pop', 'norwegian singer-songwriter']]",[58],58.0
Try Again Tomorrow (feat. Darling West),"Maria Mena, Darling West",And Then Came You,album,2023-09-15,3:43,223385,2023-09-15T06:43:05Z,1110446304,33,654d3dcpoy4ljSmvKKmFBp,spotify:track:654d3dcpoy4ljSmvKKmFBp,"['spotify:artist:3rTRHzFfbTk5GL3LpYZGHR', 'spotify:artist:0mKLP9jGn5eAZDlaq7UYQY']","['Maria Mena', 'Darling West']",True,0.62,0.379,2.0,-9.394,1.0,0.0285,0.87,0.000117,0.106,0.236,115.95,4.0,"[['candy pop', 'norwegian pop', 'norwegian singer-songwriter'], ['norwegian americana']]","[58, 42]",50.0
Slime You Out (feat. SZA),"Drake, SZA",Slime You Out,single,2023-09-15,5:10,310490,2023-09-24T07:59:34Z,hvdpal58,77,3RaCGXCiiMufRPoexXxGkV,spotify:track:3RaCGXCiiMufRPoexXxGkV,"['spotify:artist:3TVXtAsR1Inumwj472S9r4', 'spotify:artist:7tYKF4w9nC0nq9CsPZTHyP']","['Drake', 'SZA']",True,0.483,0.408,5.0,-9.243,0.0,0.0502,0.508,0.0,0.259,0.105,88.88,3.0,"[['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['pop', 'r&b', 'rap']]","[96, 88]",92.0
Black Dress,070 Shake,Black Dress,single,2023-09-22,3:57,237361,2023-09-26T14:56:42Z,115458813,56,4pchG0mOBAJoXXu1vmwyTY,spotify:track:4pchG0mOBAJoXXu1vmwyTY,['spotify:artist:12Zk1DFhCbHY6v3xep2ZjI'],['070 Shake'],True,0.614,0.645,10.0,-4.237,1.0,0.0312,0.0285,2.22e-06,0.0832,0.4,121.998,4.0,[['new jersey rap']],[70],70.0
James,Oscar and the Wolf,[PIAS] 40,single,2023-09-22,5:14,314520,2023-09-26T17:43:18Z,svdpal,12,05K5lXvfQ9z08zcsEjkPyX,spotify:track:05K5lXvfQ9z08zcsEjkPyX,['spotify:artist:0dLWSYE7my9AbpQYNJ0ABV'],['Oscar and the Wolf'],True,0.39,0.524,9.0,-8.388,0.0,0.0336,0.0194,0.69,0.159,0.0633,172.012,4.0,"[['belgian indie', 'belgian pop']]",[50],50.0
Arcade,"Numidia, Beste Zangers",Beste Zangers 2023 (Numidia),single,2023-09-23,3:16,196010,2023-09-26T18:10:17Z,115458813,33,2dDoOSCrKQCY95eY56Xs9R,spotify:track:2dDoOSCrKQCY95eY56Xs9R,"['spotify:artist:3OMZaRPVE5OI1IkDbZFBFU', 'spotify:artist:5tOJq6eS9TQEya6rxFvfEa']","['Numidia', 'Beste Zangers']",True,0.34,0.387,11.0,-10.041,0.0,0.0411,0.501,0.0,0.248,0.237,135.685,4.0,"[[], ['dutch pop']]","[49, 52]",50.5
Sleep When I'm With You,The Indien,Sleep When I'm With You,single,2023-08-04,2:59,179733,2023-09-27T08:39:27Z,115458813,39,3Va9eANCm7FrpByrRLkQvk,spotify:track:3Va9eANCm7FrpByrRLkQvk,['spotify:artist:1M6DAgCuvRE1Ct0Tsq74Lb'],['The Indien'],True,0.62,0.413,1.0,-10.47,1.0,0.133,0.72,0.00122,0.0837,0.668,98.774,4.0,[['dutch indie']],[33],33.0
Ascending Into The Clouds (feat. Elisabeth Troy) - Edit,"Tiga, Hudson Mohawke, Elisabeth Troy",Ascending Into The Clouds (feat. Elisabeth Troy) [Original Mix],single,2023-09-15,3:28,208217,2023-09-28T07:53:49Z,115458813,10,2XeNcg9BcyN7Si6NgvnwD3,spotify:track:2XeNcg9BcyN7Si6NgvnwD3,"['spotify:artist:5l9wiTZVfqQTfMDOt0HtwC', 'spotify:artist:6olWbKW2VLhFCHfOi0iEDb', 'spotify:artist:2PWJP6HKlECQurewX1uGuT']","['Tiga', 'Hudson Mohawke', 'Elisabeth Troy']",True,0.502,0.942,10.0,-5.405,0.0,0.0479,0.000786,3.57e-05,0.567,0.353,141.003,4.0,"[['alternative dance', 'canadian electronic', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'minimal techno', 'new rave'], ['future garage', 'instrumental hip hop', 'purple sound', 'scottish electronic', 'scottish hip hop', 'uk experimental electronic', 'wonky'], ['uk garage']]","[47, 45, 36]",42.66666666666666
Ascending Into The Clouds (feat. Elisabeth Troy) - Original Mix,"Tiga, Hudson Mohawke, Elisabeth Troy",Ascending Into The Clouds (feat. Elisabeth Troy) [Original Mix],single,2023-09-15,6:14,374089,2023-09-28T07:53:49Z,115458813,21,7itxAOLZYn9CeCZ5tFxwVA,spotify:track:7itxAOLZYn9CeCZ5tFxwVA,"['spotify:artist:5l9wiTZVfqQTfMDOt0HtwC', 'spotify:artist:6olWbKW2VLhFCHfOi0iEDb', 'spotify:artist:2PWJP6HKlECQurewX1uGuT']","['Tiga', 'Hudson Mohawke', 'Elisabeth Troy']",True,0.618,0.947,10.0,-6.343,0.0,0.048,0.000108,0.0354,0.082,0.442,141.001,4.0,"[['alternative dance', 'canadian electronic', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'minimal techno', 'new rave'], ['future garage', 'instrumental hip hop', 'purple sound', 'scottish electronic', 'scottish hip hop', 'uk experimental electronic', 'wonky'], ['uk garage']]","[47, 45, 36]",42.66666666666666
Escapism. - Sped Up,"RAYE, 070 Shake",Escapism.,single,2022-12-07,3:59,239888,2023-09-27T14:45:39Z,115458813,77,3XCpS4k8WqNnCpcDOSRRuz,spotify:track:3XCpS4k8WqNnCpcDOSRRuz,"['spotify:artist:5KKpBU5eC2tJDzf0wmlRp2', 'spotify:artist:12Zk1DFhCbHY6v3xep2ZjI']","['RAYE', '070 Shake']",True,0.435,0.768,6.0,-5.352,0.0,0.201,0.0857,0.000231,0.0918,0.378,107.588,4.0,"[['uk contemporary r&b', 'uk pop'], ['new jersey rap']]","[78, 70]",74.0
Carbon Dioxide - Avalon Emerson Remix,"Fever Ray, Avalon Emerson",Carbon Dioxide (Avalon Emerson Remix),single,2023-09-25,6:11,371000,2023-09-29T08:13:33Z,115458813,26,58B6uDFgToHIrJIwnCe8ST,spotify:track:58B6uDFgToHIrJIwnCe8ST,"['spotify:artist:5hE6NCoobhyEu6TRSbjOJY', 'spotify:artist:4yrO1N273PlTaixa4BNwBz']","['Fever Ray', 'Avalon Emerson']",True,0.634,0.797,10.0,-8.629,1.0,0.0463,0.00516,0.272,0.124,0.475,130.669,4.0,"[['alternative dance', 'art pop', 'dark pop', 'electronica', 'neo-synthpop', 'swedish electropop', 'swedish synth', 'swedish synthpop'], ['electra', 'float house']]","[50, 36]",43.0
