name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity,enriched
You Knew - Edit,"Róisín Murphy, DJ Koze",What Not To Do (Moodymann Remix),single,2023-08-09,2:54,175000,2023-08-09T19:56:17Z,115458813,19,1V5NKxQFcgZezsWdpO2uu4,spotify:track:1V5NKxQFcgZezsWdpO2uu4,"['spotify:artist:3qwabfaWewpfli7hMNM3O8', 'spotify:artist:1kR99O4MgSTasyeJh8UFCg']","['Róisín Murphy', 'DJ Koze']",0.742,0.607,8.0,-10.897,1.0,0.0553,0.257,0.179,0.0866,0.535,120.022,4.0,"[['art pop', 'electronica', 'electropop', 'neo-synthpop', 'trip hop'], ['electronica', 'future garage', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno']]","[54, 52]",53.0,True
Moderne Manieren,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,1:15,75088,2023-08-11T16:24:14Z,115458813,36,0G4u0w9rHdhgH6H1kMkja3,spotify:track:0G4u0w9rHdhgH6H1kMkja3,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.604,0.565,7.0,-12.083,1.0,0.0561,0.335,0.921,0.218,0.457,125.993,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Goed Nieuws,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,3:43,223028,2023-08-11T16:24:14Z,115458813,39,1vgmxBkeohK0MZs2nZjuOy,spotify:track:1vgmxBkeohK0MZs2nZjuOy,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.824,0.731,0.0,-6.403,0.0,0.038,0.0607,0.000221,0.136,0.815,99.976,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Dat Mag Niet,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,3:53,233974,2023-08-11T16:24:14Z,115458813,40,3o8JsFNBuiueivewNSy5ns,spotify:track:3o8JsFNBuiueivewNSy5ns,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.754,0.97,7.0,-6.13,1.0,0.0943,0.0215,0.000225,0.0773,0.802,154.048,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Hele Luide Solo Geven,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,0:34,34053,2023-08-11T16:24:14Z,115458813,33,6f3qBhZlPgBNyrkVaMPUUR,spotify:track:6f3qBhZlPgBNyrkVaMPUUR,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.43,0.912,7.0,-6.818,1.0,0.152,0.664,0.065,0.942,0.619,154.287,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Ze Is Pas Net Begonnen (Leerstage / Werkstage),De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,4:11,251140,2023-08-11T16:24:14Z,115458813,45,05MA2ZgaV5d1AGMs0LpJ0O,spotify:track:05MA2ZgaV5d1AGMs0LpJ0O,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.754,0.785,9.0,-7.631,0.0,0.0577,0.0577,0.14,0.0954,0.616,140.078,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Broeder Ja,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,6:10,370507,2023-08-11T16:24:14Z,115458813,37,4G18cyVpKEO9b2eO4i3y6q,spotify:track:4G18cyVpKEO9b2eO4i3y6q,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.568,0.675,1.0,-6.298,1.0,0.0641,0.00353,0.00117,0.471,0.78,142.088,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
De Jakkaman pt. 1 & pt. 2,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,5:4,304049,2023-08-11T16:24:14Z,115458813,44,1ETFYi66tAmX1PUkhj5Xnt,spotify:track:1ETFYi66tAmX1PUkhj5Xnt,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.82,0.693,1.0,-6.509,1.0,0.0652,0.155,0.0114,0.48,0.59,100.011,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
De Jakkaman pt. 3,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,1:58,118350,2023-08-11T16:24:14Z,115458813,36,7q5M9NZPFmpZAcgzZ8n6fO,spotify:track:7q5M9NZPFmpZAcgzZ8n6fO,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.689,0.812,1.0,-5.743,1.0,0.0422,0.0178,0.964,0.0808,0.812,99.987,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Housie Housie,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,3:25,205302,2023-08-11T16:24:14Z,115458813,38,5Al9AqKjmMaKJOP5JZppZW,spotify:track:5Al9AqKjmMaKJOP5JZppZW,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.842,0.76,6.0,-7.507,0.0,0.262,0.000327,0.0792,0.0554,0.672,124.021,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Glijpanter,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,3:39,219212,2023-08-11T16:24:14Z,115458813,45,2ThroYFQQFTyhd2Vi8FwSW,spotify:track:2ThroYFQQFTyhd2Vi8FwSW,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.806,0.702,10.0,-8.708,0.0,0.129,0.157,0.0109,0.307,0.911,127.015,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Brokstukken In De Lucht,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,6:42,402082,2023-08-11T16:24:14Z,115458813,35,1QTZCSu0IX2qTvI0laPc6f,spotify:track:1QTZCSu0IX2qTvI0laPc6f,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.539,0.95,11.0,-6.347,0.0,0.0469,0.00302,0.0647,0.168,0.914,140.965,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Dandyboy Moderno,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,4:30,270857,2023-08-11T16:24:14Z,115458813,37,2ZbNxCZsVyK92js96pAoJq,spotify:track:2ZbNxCZsVyK92js96pAoJq,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.653,0.834,7.0,-7.857,1.0,0.0829,0.00816,0.195,0.166,0.469,140.045,3.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Dat Streelt Mij Wel,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,1:54,114560,2023-08-11T16:24:14Z,115458813,32,2bqS4qBYafyAJ6wesMGMiB,spotify:track:2bqS4qBYafyAJ6wesMGMiB,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.738,0.893,7.0,-7.958,1.0,0.314,0.00388,0.272,0.06,0.69,133.038,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Track en Tracen,De Jeugd Van Tegenwoordig,Moderne Manieren,album,2023-08-11,11:3,663866,2023-08-11T16:24:14Z,115458813,35,501x1LhRtZUHX5eAiyv4cQ,spotify:track:501x1LhRtZUHX5eAiyv4cQ,['spotify:artist:1u7uShzlA1tXJeox3jMFPq'],['De Jeugd Van Tegenwoordig'],0.859,0.583,10.0,-8.888,0.0,0.22,0.0189,0.536,0.0997,0.716,132.969,4.0,"[['dutch hip hop', 'dutch pop', 'dutch rock']]",[51],51.0,True
Elevator Eyes,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,2:58,178352,2023-08-11T19:26:21Z,115458813,59,1AZoLkRwhHY5xSL9lGYrlc,spotify:track:1AZoLkRwhHY5xSL9lGYrlc,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.642,0.698,2.0,-6.405,1.0,0.0482,0.0578,2.14e-06,0.074,0.606,155.904,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
I like u,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:10,190902,2023-08-11T19:26:21Z,115458813,55,28XsFrUuLEcq9BnGlOHTyJ,spotify:track:28XsFrUuLEcq9BnGlOHTyJ,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.456,0.85,0.0,-7.897,1.0,0.0853,0.00271,3.75e-05,0.231,0.132,132.866,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
Borderline,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:13,193381,2023-08-11T19:26:21Z,115458813,56,34AmlZ6ytTuL6If0VKwzLU,spotify:track:34AmlZ6ytTuL6If0VKwzLU,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.727,0.695,7.0,-6.19,0.0,0.0518,0.00839,0.0,0.11,0.811,127.995,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
No One Dies From Love,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:6,186018,2023-08-11T19:26:21Z,115458813,42,63NnD6Yiu2dVJ2lX0jasgf,spotify:track:63NnD6Yiu2dVJ2lX0jasgf,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.652,0.8,0.0,-6.632,1.0,0.0572,0.0707,1.01e-06,0.251,0.348,121.1,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
Suburbia,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:19,199071,2023-08-11T19:26:21Z,115458813,41,4rIYoZ3B8pjionLpfxtO4j,spotify:track:4rIYoZ3B8pjionLpfxtO4j,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.611,0.557,6.0,-8.347,0.0,0.067,0.0857,0.042,0.143,0.309,166.015,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
2 Die 4,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:5,185875,2023-08-11T19:26:21Z,115458813,41,1j26MflFZG8cGn1EEWvXvn,spotify:track:1j26MflFZG8cGn1EEWvXvn,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.817,0.797,10.0,-5.704,0.0,0.0732,0.028,6.53e-05,0.129,0.539,118.007,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
True Romance,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,4:5,245978,2023-08-11T19:26:21Z,115458813,38,6bzrrRRy3PexCOlRRPBjHG,spotify:track:6bzrrRRy3PexCOlRRPBjHG,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.463,0.319,0.0,-7.742,1.0,0.0296,0.487,8.46e-06,0.111,0.0914,104.088,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
Grapefruit,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:51,231333,2023-08-11T19:26:21Z,115458813,39,47utxn9t41Mo46Ur1IUi2h,spotify:track:47utxn9t41Mo46Ur1IUi2h,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.724,0.684,2.0,-5.128,1.0,0.0342,0.00138,0.000396,0.15,0.161,105.005,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
Cute & Cruel (feat. First Aid Kit),"Tove Lo, First Aid Kit",Dirt Femme (Extended Cut),album,2023-08-11,3:0,180617,2023-08-11T19:26:21Z,115458813,36,48vz1Gd8ayFisvgx5e79yo,spotify:track:48vz1Gd8ayFisvgx5e79yo,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:21egYD1eInY6bGFcniCRT1']","['Tove Lo', 'First Aid Kit']",0.632,0.351,2.0,-7.716,0.0,0.0314,0.697,0.0,0.114,0.354,118.176,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['swedish americana', 'swedish country']]","[71, 60]",65.5,True
Call on Me (with SG Lewis),"Tove Lo, SG Lewis",Dirt Femme (Extended Cut),album,2023-08-11,3:16,196537,2023-08-11T19:26:21Z,115458813,38,0W9Og9vumTn8YPtsHTaIsk,spotify:track:0W9Og9vumTn8YPtsHTaIsk,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:0GG2cWaonE4JPrjcCCQ1EG']","['Tove Lo', 'SG Lewis']",0.549,0.884,6.0,-5.22,0.0,0.0551,0.0054,1.58e-05,0.155,0.334,120.998,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['electropop', 'indie soul', 'uk dance', 'vapor soul']]","[71, 59]",65.0,True
Attention Whore (feat. Channel Tres),"Tove Lo, Channel Tres",Dirt Femme (Extended Cut),album,2023-08-11,3:10,190835,2023-08-11T19:26:21Z,115458813,38,2zEaH2FiwWdkzCJHKKaqHi,spotify:track:2zEaH2FiwWdkzCJHKKaqHi,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:4cUkGQyhLFqKHBtL58HYVp']","['Tove Lo', 'Channel Tres']",0.75,0.694,8.0,-8.879,0.0,0.0949,0.0131,0.751,0.136,0.691,123.038,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['indie soul', 'la pop']]","[71, 60]",65.5,True
Pineapple Slice (with SG Lewis),"Tove Lo, SG Lewis",Dirt Femme (Extended Cut),album,2023-08-11,2:56,176544,2023-08-11T19:26:21Z,115458813,37,0ZNIoZYvChWVY6REXyuqm2,spotify:track:0ZNIoZYvChWVY6REXyuqm2,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:0GG2cWaonE4JPrjcCCQ1EG']","['Tove Lo', 'SG Lewis']",0.82,0.542,11.0,-6.399,0.0,0.0634,0.00128,0.0,0.101,0.662,120.973,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['electropop', 'indie soul', 'uk dance', 'vapor soul']]","[71, 59]",65.0,True
I’m to Blame,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:20,200757,2023-08-11T19:26:21Z,115458813,35,2AqCeg7Dai8cejkDaGY4aq,spotify:track:2AqCeg7Dai8cejkDaGY4aq,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.522,0.465,7.0,-8.708,1.0,0.0279,0.195,0.0,0.211,0.154,92.088,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
Kick In The Head,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:15,195440,2023-08-11T19:26:21Z,115458813,35,6S3FINJOGvopRDguR20m2c,spotify:track:6S3FINJOGvopRDguR20m2c,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.872,0.828,0.0,-5.911,1.0,0.101,0.0786,0.0119,0.202,0.659,102.992,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
How Long,Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:18,198260,2023-08-11T19:26:21Z,115458813,46,3VQeQMWuVs3OfhvnaXznIo,spotify:track:3VQeQMWuVs3OfhvnaXznIo,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.668,0.684,7.0,-7.151,0.0,0.0633,0.0154,0.000903,0.366,0.467,97.032,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
No One Dies From Love (Extended),Tove Lo,Dirt Femme (Extended Cut),album,2023-08-11,3:21,201652,2023-08-11T19:26:21Z,115458813,43,4J1id7JSxlypixRJlTiFw0,spotify:track:4J1id7JSxlypixRJlTiFw0,['spotify:artist:4NHQUGzhtTLFvgF5SZesLK'],['Tove Lo'],0.661,0.801,0.0,-6.853,1.0,0.0514,0.0337,3.51e-06,0.206,0.335,121.084,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']]",[71],71.0,True
No One Dies From Love (Jacques Greene Remix),"Tove Lo, Jacques Greene",Dirt Femme (Extended Cut),album,2023-08-11,5:21,321884,2023-08-11T19:26:21Z,115458813,33,4UtoOFgonyDBnXt3wRqj7s,spotify:track:4UtoOFgonyDBnXt3wRqj7s,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:0ygIgsjUzKivFgxgjQ9iV9']","['Tove Lo', 'Jacques Greene']",0.733,0.763,0.0,-7.762,1.0,0.03,0.0634,0.217,0.368,0.596,130.016,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['canadian electronic', 'electronica', 'float house', 'future garage', 'wonky']]","[71, 40]",55.5,True
2 Die 4 (Jax Jones Midnight Snacks Remix),"Tove Lo, Jax Jones",Dirt Femme (Extended Cut),album,2023-08-11,2:35,155989,2023-08-11T19:26:21Z,115458813,53,1kVPn4Wg6ZIIRSKmdyXMry,spotify:track:1kVPn4Wg6ZIIRSKmdyXMry,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:4Q6nIcaBED8qUel8bBx6Cr']","['Tove Lo', 'Jax Jones']",0.701,0.654,10.0,-7.308,0.0,0.0647,0.00445,0.0798,0.0593,0.522,125.018,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']]","[71, 70]",70.5,True
I like u (Dorian Electra Remix),"Tove Lo, Dorian Electra",Dirt Femme (Extended Cut),album,2023-08-11,2:42,162884,2023-08-11T19:26:21Z,115458813,39,42LOfMM4K3OaZrjZ3nv2pl,spotify:track:42LOfMM4K3OaZrjZ3nv2pl,"['spotify:artist:4NHQUGzhtTLFvgF5SZesLK', 'spotify:artist:202HZzqKvPsMHcbwnDZx7u']","['Tove Lo', 'Dorian Electra']",0.64,0.817,0.0,-4.623,1.0,0.0355,0.000916,0.000869,0.347,0.777,133.014,4.0,"[['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop'], ['escape room', 'hyperpop', 'pink noise', 'proto-hyperpop']]","[71, 49]",60.0,True
black mirror,Noname,Sundial,album,2023-08-11,2:17,137197,2023-08-13T08:37:51Z,115458813,52,0oJO0gr6eOZJmLQcSD4Ekw,spotify:track:0oJO0gr6eOZJmLQcSD4Ekw,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],0.434,0.656,6.0,-7.995,0.0,0.0845,0.523,0.000357,0.0961,0.324,80.04,4.0,"[['alternative r&b', 'chicago rap']]",[54],54.0,True
hold me down (feat. Jimetta Rose & Voices of Creation),"Noname, Jimetta Rose, Voices of Creation",Sundial,album,2023-08-11,2:21,141427,2023-08-13T08:37:51Z,115458813,50,5s7TTyBpzJL1de6l08g4yR,spotify:track:5s7TTyBpzJL1de6l08g4yR,"['spotify:artist:1EpyA68dKpjf7jXmQL88Hy', 'spotify:artist:7FjGU7aqZcwNk3ICLLmcSX', 'spotify:artist:40NStGcOMG4jXy2DEyvkdN']","['Noname', 'Jimetta Rose', 'Voices of Creation']",0.626,0.682,11.0,-6.746,0.0,0.258,0.0974,8.09e-06,0.0684,0.837,82.387,4.0,"[['alternative r&b', 'chicago rap'], [], []]","[54, 36, 30]",40.0,True
balloons (feat. Jay Electronica & Eryn Allen Kane),"Noname, Jay Electronica, Eryn Allen Kane",Sundial,album,2023-08-11,3:44,224586,2023-08-13T08:37:51Z,115458813,51,31To8W4ERzjzq1Jx5XWSMb,spotify:track:31To8W4ERzjzq1Jx5XWSMb,"['spotify:artist:1EpyA68dKpjf7jXmQL88Hy', 'spotify:artist:0TkqXdyWLsssJH7okthMPQ', 'spotify:artist:5xI4mPixKfrCCspATqbpy3']","['Noname', 'Jay Electronica', 'Eryn Allen Kane']",0.667,0.736,6.0,-7.956,1.0,0.28,0.375,0.0,0.133,0.765,86.407,4.0,"[['alternative r&b', 'chicago rap'], ['alternative hip hop', 'conscious hip hop', 'drumless hip hop', 'hip hop', 'psychedelic hip hop'], ['alternative r&b', 'neo soul']]","[54, 57, 54]",55.0,True
boomboom (feat. Ayoni),"Noname, Ayoni",Sundial,album,2023-08-11,3:22,202501,2023-08-13T08:37:51Z,115458813,49,6efrjZM4NUpfmDRFNKvC01,spotify:track:6efrjZM4NUpfmDRFNKvC01,"['spotify:artist:1EpyA68dKpjf7jXmQL88Hy', 'spotify:artist:2Tju7nLsAMD6RTBna56hj6']","['Noname', 'Ayoni']",0.63,0.675,10.0,-6.508,1.0,0.239,0.277,5.17e-05,0.0807,0.856,127.916,4.0,"[['alternative r&b', 'chicago rap'], ['barbadian pop']]","[54, 37]",45.5,True
potentially the interlude,Noname,Sundial,album,2023-08-11,2:7,127520,2023-08-13T08:37:51Z,115458813,45,4TzRq3VeLAeIkdLa96QaRl,spotify:track:4TzRq3VeLAeIkdLa96QaRl,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],0.754,0.775,2.0,-6.033,1.0,0.218,0.14,1.85e-06,0.126,0.54,137.82,3.0,"[['alternative r&b', 'chicago rap']]",[54],54.0,True
namesake,Noname,Sundial,album,2023-08-11,2:58,178296,2023-08-13T08:37:51Z,115458813,52,5TAqSeSM6JI5AGAmMHoSAu,spotify:track:5TAqSeSM6JI5AGAmMHoSAu,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],0.791,0.687,3.0,-9.386,0.0,0.112,0.352,0.0967,0.119,0.495,119.98,4.0,"[['alternative r&b', 'chicago rap']]",[54],54.0,True
beauty supply,Noname,Sundial,album,2023-08-11,3:13,193973,2023-08-13T08:37:51Z,115458813,46,4oevXziJVFARkGMty2HdFF,spotify:track:4oevXziJVFARkGMty2HdFF,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],0.58,0.497,7.0,-6.347,0.0,0.395,0.821,0.000425,0.111,0.754,127.769,5.0,"[['alternative r&b', 'chicago rap']]",[54],54.0,True
toxic,Noname,Sundial,album,2023-08-11,3:14,194509,2023-08-13T08:37:51Z,115458813,44,63pNoBUYtvcAW0SDkGFbXu,spotify:track:63pNoBUYtvcAW0SDkGFbXu,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],0.856,0.755,1.0,-6.934,1.0,0.291,0.192,0.0,0.119,0.635,89.987,4.0,"[['alternative r&b', 'chicago rap']]",[54],54.0,True
afro futurism,Noname,Sundial,album,2023-08-11,2:0,120058,2023-08-13T08:37:51Z,115458813,45,5FcA47Od6WdI9PgaGeerQ1,spotify:track:5FcA47Od6WdI9PgaGeerQ1,['spotify:artist:1EpyA68dKpjf7jXmQL88Hy'],['Noname'],0.764,0.612,10.0,-8.603,0.0,0.318,0.183,0.0115,0.106,0.812,166.016,4.0,"[['alternative r&b', 'chicago rap']]",[54],54.0,True
"gospel? (feat. $ilkMoney, billy woods, & STOUT)","Noname, $ilkMoney, billy woods, STOUT",Sundial,album,2023-08-11,3:36,216461,2023-08-13T08:37:51Z,115458813,44,3xwt2Ug80REnhThWqqgWTp,spotify:track:3xwt2Ug80REnhThWqqgWTp,"['spotify:artist:1EpyA68dKpjf7jXmQL88Hy', 'spotify:artist:6hj2p7pzusn5Fcdi35Yedr', 'spotify:artist:39vtb2iiz3079nqfL5nfFc', 'spotify:artist:7n7OpW30m3JZKuJFD3pAjJ']","['Noname', '$ilkMoney', 'billy woods', 'STOUT']",0.626,0.672,2.0,-5.4,1.0,0.432,0.571,0.0,0.266,0.667,116.991,5.0,"[['alternative r&b', 'chicago rap'], ['drumless hip hop'], ['alternative hip hop'], []]","[54, 45, 51, 27]",44.25,True
oblivion (feat. Common & Ayoni),"Noname, Common, Ayoni",Sundial,album,2023-08-11,2:58,178304,2023-08-13T08:37:51Z,115458813,44,78LCzOx60Dd10WyxWovFKy,spotify:track:78LCzOx60Dd10WyxWovFKy,"['spotify:artist:1EpyA68dKpjf7jXmQL88Hy', 'spotify:artist:2GHclqNVjqGuiE5mA7BEoc', 'spotify:artist:2Tju7nLsAMD6RTBna56hj6']","['Noname', 'Common', 'Ayoni']",0.729,0.796,9.0,-8.208,1.0,0.392,0.446,0.0,0.314,0.766,108.826,4.0,"[['alternative r&b', 'chicago rap'], ['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop'], ['barbadian pop']]","[54, 59, 37]",50.0,True
The Light,Ineffekt,High Hopes,single,2023-08-11,3:42,222500,2023-08-18T05:18:32Z,115458813,13,1qzx5MpoPJUYoZcNsGoAJw,spotify:track:1qzx5MpoPJUYoZcNsGoAJw,['spotify:artist:4gjrK1MHgJnPCESuzMtWXg'],['Ineffekt'],0.744,0.916,4.0,-6.447,0.0,0.0431,0.0158,0.875,0.0777,0.225,132.04,4.0,[[]],[16],16.0,True
Two of Us,"Ineffekt, Luna Morgenstern",High Hopes,single,2023-08-11,4:6,247000,2023-08-18T05:18:32Z,115458813,11,6uStYMPNBzDWABf1ZaEuEx,spotify:track:6uStYMPNBzDWABf1ZaEuEx,"['spotify:artist:4gjrK1MHgJnPCESuzMtWXg', 'spotify:artist:3Ei4Zm5sKiLabWKEd8hfRh']","['Ineffekt', 'Luna Morgenstern']",0.849,0.725,11.0,-6.585,0.0,0.0537,0.0012,0.159,0.0645,0.408,133.992,4.0,"[[], []]","[16, 26]",21.0,True
What I Mean,Ineffekt,High Hopes,single,2023-08-11,4:40,280541,2023-08-18T05:18:32Z,115458813,11,4Pg9iVVFBf6D2BbY39tGIM,spotify:track:4Pg9iVVFBf6D2BbY39tGIM,['spotify:artist:4gjrK1MHgJnPCESuzMtWXg'],['Ineffekt'],0.79,0.913,7.0,-8.329,1.0,0.0511,0.000786,0.808,0.0985,0.221,133.05,4.0,[[]],[16],16.0,True
Hold on Me,Ineffekt,High Hopes,single,2023-08-11,2:28,148166,2023-08-18T05:18:32Z,115458813,12,120SX1ByIGftzSnWXM4e0T,spotify:track:120SX1ByIGftzSnWXM4e0T,['spotify:artist:4gjrK1MHgJnPCESuzMtWXg'],['Ineffekt'],0.389,0.46,0.0,-10.237,1.0,0.0305,0.418,0.261,0.105,0.0618,110.001,4.0,[[]],[16],16.0,True
