name,artist,album,album_type,release_date,duration,duration_ms,added_at,added_by_id,track_popularity,track_id,track_uri,artist_uris,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artists_genres,artists_popularities,artists_avg_popularity,enriched
Dada Talk On Hell Island,Thomas Azier,The Inventory Of Our Desire,album,2023-02-10,4:9,249077,2023-02-19T12:02:09Z,115458813,19,1d7ywzESLruvk03pC21ejC,spotify:track:1d7ywzESLruvk03pC21ejC,['spotify:artist:6AE7CSJUwDMnTXV4yKVLLv'],['Thomas Azier'],0.371,0.406,3.0,-10.925,1.0,0.0337,0.699,0.164,0.108,0.142,79.934,4.0,[['dutch indie']],[35],35.0,True
Invisible,Thomas Azier,The Inventory Of Our Desire,album,2023-02-10,4:12,252675,2023-02-19T12:02:09Z,115458813,20,0b6CP2PMU3Q0ZzAygqFrEw,spotify:track:0b6CP2PMU3Q0ZzAygqFrEw,['spotify:artist:6AE7CSJUwDMnTXV4yKVLLv'],['Thomas Azier'],0.691,0.504,4.0,-10.79,0.0,0.031,0.067,0.00985,0.0951,0.212,103.989,4.0,[['dutch indie']],[35],35.0,True
Slow Revolution,Thomas Azier,The Inventory Of Our Desire,album,2023-02-10,4:32,272597,2023-02-19T12:02:09Z,115458813,17,4e11ouan6UKdosMSrPN0NL,spotify:track:4e11ouan6UKdosMSrPN0NL,['spotify:artist:6AE7CSJUwDMnTXV4yKVLLv'],['Thomas Azier'],0.413,0.267,5.0,-11.302,0.0,0.0343,0.828,0.000155,0.1,0.0722,106.178,4.0,[['dutch indie']],[35],35.0,True
Donder,Thomas Azier,The Inventory Of Our Desire,album,2023-02-10,2:35,155765,2023-02-19T12:02:09Z,115458813,22,0eSzcuu3zu1MhpiIYLuttw,spotify:track:0eSzcuu3zu1MhpiIYLuttw,['spotify:artist:6AE7CSJUwDMnTXV4yKVLLv'],['Thomas Azier'],0.23,0.484,9.0,-13.058,0.0,0.0493,0.915,0.267,0.107,0.174,101.401,4.0,[['dutch indie']],[35],35.0,True
Only The Ocean,Thomas Azier,The Inventory Of Our Desire,album,2023-02-10,4:16,256074,2023-02-19T12:02:09Z,115458813,14,1F7uTTdg5uqfeCDiJTRIxT,spotify:track:1F7uTTdg5uqfeCDiJTRIxT,['spotify:artist:6AE7CSJUwDMnTXV4yKVLLv'],['Thomas Azier'],0.548,0.462,9.0,-14.13,1.0,0.0369,0.897,0.027,0.0943,0.524,134.981,4.0,[['dutch indie']],[35],35.0,True
Permanent Damage,Joesef,Permanent Damage,album,2023-01-13,1:32,92797,2023-02-19T14:33:13Z,115458813,49,4oDIQyr5HGJTpQaYUydddG,spotify:track:4oDIQyr5HGJTpQaYUydddG,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.326,0.326,11.0,-11.116,0.0,0.0409,0.681,0.000747,0.129,0.143,114.516,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
It's Been a Little Heavy Lately,Joesef,Permanent Damage,album,2023-01-13,3:41,221873,2023-02-19T14:33:13Z,115458813,58,6z8ovqE9jd2IatNvOfFq7S,spotify:track:6z8ovqE9jd2IatNvOfFq7S,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.726,0.821,6.0,-4.297,1.0,0.072,0.144,0.000408,0.395,0.724,114.003,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
East End Coast,Joesef,Permanent Damage,album,2023-01-13,3:46,226035,2023-02-19T14:33:13Z,115458813,43,1ZKDUdvbYRMEhmKIiYuPIr,spotify:track:1ZKDUdvbYRMEhmKIiYuPIr,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.641,0.673,6.0,-6.788,1.0,0.0348,0.0081,0.0104,0.124,0.267,118.014,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Just Come Home with Me Tonight,Joesef,Permanent Damage,album,2023-01-13,4:7,247645,2023-02-19T14:33:13Z,115458813,44,5VekGA6wdqCOtPOyzD91xt,spotify:track:5VekGA6wdqCOtPOyzD91xt,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.612,0.638,1.0,-7.237,1.0,0.034,0.131,0.000276,0.14,0.449,82.881,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Borderline,Joesef,Permanent Damage,album,2023-01-13,3:34,214768,2023-02-19T14:33:13Z,115458813,39,2AtRf8f0k39BnN9EblaC2Q,spotify:track:2AtRf8f0k39BnN9EblaC2Q,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.465,0.38,11.0,-10.455,1.0,0.12,0.784,1.22e-05,0.0942,0.29,146.02,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Didn't Know How (to Love You),Joesef,Permanent Damage,album,2023-01-13,3:15,195943,2023-02-19T14:33:13Z,115458813,43,3N3jaRR4FJvhuuHlrp4Vqv,spotify:track:3N3jaRR4FJvhuuHlrp4Vqv,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.626,0.734,1.0,-6.527,0.0,0.0635,0.425,3.54e-05,0.356,0.769,114.126,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Apt 22,Joesef,Permanent Damage,album,2023-01-13,3:2,182074,2023-02-19T14:33:13Z,115458813,36,5Vo0PA60uBGUfn3yKgVWOj,spotify:track:5Vo0PA60uBGUfn3yKgVWOj,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.364,0.831,7.0,-5.721,0.0,0.168,0.315,0.000134,0.0898,0.501,189.698,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Shower,Joesef,Permanent Damage,album,2023-01-13,4:0,240600,2023-02-19T14:33:13Z,115458813,32,4UW7ybPVzNm7V2Qar566SF,spotify:track:4UW7ybPVzNm7V2Qar566SF,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.314,0.496,2.0,-9.368,1.0,0.0702,0.409,5.53e-05,0.14,0.179,173.87,3.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Joe,Joesef,Permanent Damage,album,2023-01-13,3:7,187660,2023-02-19T14:33:13Z,115458813,50,4ebg7FQu7KfiVcXhi5bj0o,spotify:track:4ebg7FQu7KfiVcXhi5bj0o,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.576,0.699,1.0,-6.766,0.0,0.0386,0.0844,0.00087,0.0893,0.555,123.189,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Blue Car,Joesef,Permanent Damage,album,2023-01-13,3:49,229739,2023-02-19T14:33:13Z,115458813,34,0NHp11lHubKcsIGwMx9nxZ,spotify:track:0NHp11lHubKcsIGwMx9nxZ,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.461,0.292,7.0,-11.928,0.0,0.0332,0.667,9.6e-05,0.162,0.183,82.507,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Moment,Joesef,Permanent Damage,album,2023-01-13,3:32,212069,2023-02-19T14:33:13Z,115458813,43,3gX2v5AUWXsWloNP4w94LU,spotify:track:3gX2v5AUWXsWloNP4w94LU,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.605,0.728,6.0,-9.025,0.0,0.139,0.19,0.0308,0.121,0.833,160.002,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Last Orders,Joesef,Permanent Damage,album,2023-01-13,3:57,237006,2023-02-19T14:33:13Z,115458813,34,7jCcgWZpJgksRSgwmpSFhS,spotify:track:7jCcgWZpJgksRSgwmpSFhS,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.623,0.697,7.0,-6.427,0.0,0.0296,0.438,6.24e-05,0.0618,0.775,125.018,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
All Good,Joesef,Permanent Damage,album,2023-01-13,4:6,246964,2023-02-19T14:33:13Z,115458813,34,65DyxHRsRFozci6IJNGPkP,spotify:track:65DyxHRsRFozci6IJNGPkP,['spotify:artist:28EyduqESEOVMO6vglvaUZ'],['Joesef'],0.591,0.851,1.0,-6.169,1.0,0.0361,0.25,0.0164,0.295,0.434,123.929,4.0,"[['indie soul', 'uk alternative pop']]",[53],53.0,True
Sane & Awake - Original Mix,peachlyfe,slash 002 - Compilation One,compilation,2023-02-17,5:7,307522,2023-02-20T15:07:43Z,115458813,4,2sDZz0URd9oiKLFXEqFi7S,spotify:track:2sDZz0URd9oiKLFXEqFi7S,['spotify:artist:7z5jhhZFj3xUTxipinFogh'],['peachlyfe'],0.537,0.72,11.0,-11.561,0.0,0.0517,0.29,0.91,0.296,0.215,131.994,4.0,[[]],[12],12.0,True
Entry Plug - Original Mix,DJ Lucid,slash 002 - Compilation One,compilation,2023-02-17,6:49,409750,2023-02-20T15:07:43Z,115458813,5,2Ho5p5de0VvaCRwclaxrj4,spotify:track:2Ho5p5de0VvaCRwclaxrj4,['spotify:artist:5HARFQvqFlpBMBVpAYCoBQ'],['DJ Lucid'],0.671,0.869,1.0,-8.601,1.0,0.0511,0.0112,0.818,0.116,0.51,136.013,4.0,[[]],[4],4.0,True
Once More With Feeling - Original Mix,Narciss,slash 002 - Compilation One,compilation,2023-02-17,5:37,337318,2023-02-20T15:07:43Z,115458813,13,523Xp0GLgxVhWLCvXZcnUM,spotify:track:523Xp0GLgxVhWLCvXZcnUM,['spotify:artist:7jEmLGxzh2RuOwdj96tlyL'],['Narciss'],0.756,0.86,5.0,-8.332,0.0,0.0698,0.00105,0.872,0.0868,0.309,145.062,4.0,[[]],[44],44.0,True
Spinning - Original Mix,Dj Car Keys,slash 002 - Compilation One,compilation,2023-02-17,7:22,442685,2023-02-20T15:07:43Z,115458813,22,0Zt4MZkFAdsM5w9KkrWBZu,spotify:track:0Zt4MZkFAdsM5w9KkrWBZu,['spotify:artist:7u816FeVphuMSLOXCownXK'],['Dj Car Keys'],0.735,0.874,11.0,-8.376,0.0,0.0588,0.00359,0.412,0.0849,0.475,154.954,4.0,[[]],[6],6.0,True
Starburst - Original Mix,DJ Hyperdrive,slash 003 - Compilation Two,compilation,2023-02-17,5:28,328000,2023-02-20T15:08:07Z,115458813,19,3dfhPIOY893CypgTDq37Eg,spotify:track:3dfhPIOY893CypgTDq37Eg,['spotify:artist:4SpabttFpFvc0lqr5gYPen'],['DJ Hyperdrive'],0.578,0.833,11.0,-17.57,0.0,0.0613,0.735,0.846,0.112,0.158,161.986,4.0,[[]],[11],11.0,True
Sunday Morning - Original Mix,Amour Noir,slash 003 - Compilation Two,compilation,2023-02-17,5:40,340850,2023-02-20T15:08:07Z,115458813,9,73MVbR9QAxTKvXXWnylc8S,spotify:track:73MVbR9QAxTKvXXWnylc8S,['spotify:artist:3UlAdBPow2vF02NbiPbwlZ'],['Amour Noir'],0.546,0.87,4.0,-7.551,1.0,0.0471,1.98e-05,0.842,0.0998,0.739,150.007,4.0,[[]],[2],2.0,True
Acid Baby - Original Mix,Newa,slash 003 - Compilation Two,compilation,2023-02-17,6:50,410879,2023-02-20T15:08:07Z,115458813,12,7KSW6yzqSZ6yU4W6XPYe5R,spotify:track:7KSW6yzqSZ6yU4W6XPYe5R,['spotify:artist:4fgT4sOvg59Y4z602jnzqs'],['Newa'],0.721,0.966,11.0,-7.421,1.0,0.0512,0.000313,0.901,0.107,0.728,145.01,4.0,[['georgian electronic']],[6],6.0,True
Astral Recall - Original Mix,Arman John,slash 003 - Compilation Two,compilation,2023-02-17,5:18,318250,2023-02-20T15:08:07Z,115458813,12,7ao7Sa8FBIVKo7yNbwtmjM,spotify:track:7ao7Sa8FBIVKo7yNbwtmjM,['spotify:artist:4cWhaaPUsxFe3z7fPNfzwL'],['Arman John'],0.492,0.972,11.0,-8.256,1.0,0.0549,0.000114,0.909,0.118,0.663,142.007,4.0,[[]],[27],27.0,True
Kora Song (Sonix),"Hagan, Jali Bakary Konteh",Textures,album,2022-10-07,3:54,234746,2023-02-21T14:51:06Z,115458813,15,4ncCWMzZR6gBla7XSbeCij,spotify:track:4ncCWMzZR6gBla7XSbeCij,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:1VOpm8BH9JncxNcr1mY4Ue']","['Hagan', 'Jali Bakary Konteh']",0.695,0.75,10.0,-8.549,0.0,0.0485,0.00276,0.854,0.0584,0.447,126.04,4.0,"[[], ['kora']]","[26, 4]",15.0,True
Pray for Me,"Hagan, Ayeisha Raquel",Textures,album,2022-10-07,4:39,279603,2023-02-21T14:51:06Z,115458813,12,3BRbspNqTLvT2IL9YFRyqZ,spotify:track:3BRbspNqTLvT2IL9YFRyqZ,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:1mM8T0bNDnTXHYuA3PFDsI']","['Hagan', 'Ayeisha Raquel']",0.729,0.668,2.0,-8.027,1.0,0.0874,0.0134,0.0454,0.091,0.616,123.773,4.0,"[[], []]","[26, 19]",22.5,True
Royal Jama,Hagan,Textures,album,2022-10-07,3:40,220936,2023-02-21T14:51:06Z,115458813,17,2kZLaAcSOm8YrShy9F2INU,spotify:track:2kZLaAcSOm8YrShy9F2INU,['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU'],['Hagan'],0.723,0.618,1.0,-10.885,1.0,0.0575,0.000597,0.951,0.326,0.436,118.032,4.0,[[]],[26],26.0,True
Welcome to Ghana,"Hagan, Bryte",Textures,album,2022-10-07,4:55,295346,2023-02-21T14:51:06Z,115458813,11,4fFlSfLit3EOLfGJf79rNO,spotify:track:4fFlSfLit3EOLfGJf79rNO,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:4LFakjYAIBquTKsvvLNiGi']","['Hagan', 'Bryte']",0.709,0.92,8.0,-7.525,0.0,0.0474,0.0248,0.00273,0.27,0.728,129.963,4.0,"[[], ['experimental club', 'ghanaian hip hop']]","[26, 24]",25.0,True
Pull Up,"Hagan, Griffit Vigo",Textures,album,2022-10-07,4:28,268040,2023-02-21T14:51:06Z,115458813,12,0eR27xl2egbthHwdH1PXqv,spotify:track:0eR27xl2egbthHwdH1PXqv,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:3HU5DXz2taeMRxafimOgom']","['Hagan', 'Griffit Vigo']",0.814,0.798,1.0,-8.778,1.0,0.0572,0.00397,0.726,0.546,0.671,126.036,4.0,"[[], ['gqom']]","[26, 7]",16.5,True
Sise Ntweni,"Hagan, Aymos",Textures,album,2022-10-07,5:32,332613,2023-02-21T14:51:06Z,115458813,12,0qWkypMp7EiXGsL5DUHQ1w,spotify:track:0qWkypMp7EiXGsL5DUHQ1w,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:3xXIOO328Ieh0PWOcxivjL']","['Hagan', 'Aymos']",0.754,0.7,2.0,-10.149,1.0,0.0539,0.00543,0.892,0.09,0.341,119.989,4.0,"[[], ['amapiano']]","[26, 55]",40.5,True
Heart,"Hagan, Oladapo",Textures,album,2022-10-07,4:27,267160,2023-02-21T14:51:06Z,115458813,10,5cMJRVDRFYoHSuzrVUWsfX,spotify:track:5cMJRVDRFYoHSuzrVUWsfX,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:6HAro8NBhDtn8csZDPEBuB']","['Hagan', 'Oladapo']",0.716,0.669,7.0,-8.337,1.0,0.0534,0.0303,0.223,0.0872,0.298,101.958,4.0,"[[], ['alte', 'nigerian pop']]","[26, 31]",28.5,True
My Love,"Hagan, Meron T",Textures,album,2022-10-07,4:27,267480,2023-02-21T14:51:06Z,115458813,21,5DyvZPND5WXB1isgv4fOjY,spotify:track:5DyvZPND5WXB1isgv4fOjY,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:40jBR1w46zqDUfbVQttJrb']","['Hagan', 'Meron T']",0.621,0.675,2.0,-7.97,1.0,0.0415,0.0715,0.415,0.0818,0.528,123.992,4.0,"[[], []]","[26, 31]",28.5,True
Textures,Hagan,Textures,album,2022-10-07,4:33,273866,2023-02-21T14:51:06Z,115458813,18,4pwpNLiNAUEVpK8qnedwTB,spotify:track:4pwpNLiNAUEVpK8qnedwTB,['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU'],['Hagan'],0.586,0.843,1.0,-6.805,0.0,0.0585,0.0142,0.884,0.116,0.386,123.995,4.0,[[]],[26],26.0,True
Telha,"Hagan, Luedji Luna, Sango",Textures,album,2022-10-07,4:30,270106,2023-02-21T14:51:06Z,115458813,15,7cYIUC2oFoNwtDB6LQxlwx,spotify:track:7cYIUC2oFoNwtDB6LQxlwx,"['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU', 'spotify:artist:0sWTkzCrdEvuX7Du6MFLzc', 'spotify:artist:7e3FtKBIPLrIVm8g1FJMVg']","['Hagan', 'Luedji Luna', 'Sango']",0.757,0.664,7.0,-9.692,0.0,0.0661,0.0614,0.765,0.068,0.433,125.999,4.0,"[[], ['afrofuturismo brasileiro', 'nova mpb'], ['alternative r&b', 'indie soul']]","[26, 52, 54]",44.0,True
Outro (Baffour's Son),Hagan,Textures,album,2022-10-07,1:26,86653,2023-02-21T14:51:06Z,115458813,8,7N1taWdto7yTFZKyd0tkmV,spotify:track:7N1taWdto7yTFZKyd0tkmV,['spotify:artist:0OvwOTSbNyHM0nnyvdCxNU'],['Hagan'],0.785,0.219,8.0,-15.434,1.0,0.467,0.874,0.469,0.228,0.537,108.733,4.0,[[]],[26],26.0,True
Exotic Contents - Manni Dee Remix,"Max Cooper, Manni Dee",Unspoken Words Remixes I,single,2023-02-22,5:27,327015,2023-02-22T14:25:38Z,115458813,9,0Ug5HfAgTbQy7AHJdJ4MwP,spotify:track:0Ug5HfAgTbQy7AHJdJ4MwP,"['spotify:artist:0WSSKmoRbxqLf3MnXInQ2J', 'spotify:artist:3WKDW1ASiWSa1T1nX01dUr']","['Max Cooper', 'Manni Dee']",0.621,0.872,1.0,-10.191,1.0,0.0502,0.000477,0.909,0.135,0.13,137.007,4.0,"[['electronica', 'microhouse', 'minimal melodic techno', 'minimal techno', 'modular synth'], ['dark techno', 'minimal dub', 'raw techno']]","[45, 24]",34.5,True
Everything - DJ Nobu Remix,"Max Cooper, DJ Nobu",Unspoken Words Remixes I,single,2023-02-22,5:52,352300,2023-02-22T14:25:38Z,115458813,16,4GdTGFtRYvOLCWG7FQq8is,spotify:track:4GdTGFtRYvOLCWG7FQq8is,"['spotify:artist:0WSSKmoRbxqLf3MnXInQ2J', 'spotify:artist:0FjzWRwRfEzCndGjColUy9']","['Max Cooper', 'DJ Nobu']",0.371,0.798,1.0,-12.331,0.0,0.0395,0.576,0.766,0.0904,0.0379,193.979,5.0,"[['electronica', 'microhouse', 'minimal melodic techno', 'minimal techno', 'modular synth'], ['japanese techno']]","[45, 16]",30.5,True
Spectrum - Giulia Tess Remix,"Max Cooper, Giulia Tess",Unspoken Words Remixes I,single,2023-02-22,6:28,388696,2023-02-22T14:25:38Z,115458813,18,6YMWEtWwt3lP9N2hQjKT6V,spotify:track:6YMWEtWwt3lP9N2hQjKT6V,"['spotify:artist:0WSSKmoRbxqLf3MnXInQ2J', 'spotify:artist:1DIRMEtLvteuZfHcKgwQX3']","['Max Cooper', 'Giulia Tess']",0.785,0.697,10.0,-11.836,0.0,0.067,0.0137,0.909,0.1,0.145,130.997,4.0,"[['electronica', 'microhouse', 'minimal melodic techno', 'minimal techno', 'modular synth'], []]","[45, 26]",35.5,True
Cracker Island (feat. Thundercat),"Gorillaz, Thundercat",Cracker Island,album,2023-02-24,3:33,213750,2023-02-24T14:08:11Z,115458813,63,4J3I4jpAtNjsclcs99jzeF,spotify:track:4J3I4jpAtNjsclcs99jzeF,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:4frXpPxQQZwbCu3eTGnZEw']","['Gorillaz', 'Thundercat']",0.741,0.913,2.0,-3.34,0.0,0.0465,0.00343,0.103,0.325,0.643,120.012,4.0,"[['alternative hip hop', 'modern rock', 'rock'], ['afrofuturism', 'escape room', 'indie soul']]","[77, 70]",73.5,True
Oil (feat. Stevie Nicks),"Gorillaz, Stevie Nicks",Cracker Island,album,2023-02-24,3:50,230141,2023-02-24T14:08:11Z,115458813,61,36MGfjOTOwx1udRX5dDnoJ,spotify:track:36MGfjOTOwx1udRX5dDnoJ,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:7crPfGd2k81ekOoSqQKWWz']","['Gorillaz', 'Stevie Nicks']",0.631,0.942,5.0,-3.713,1.0,0.0661,0.000232,6.13e-05,0.183,0.354,127.025,4.0,"[['alternative hip hop', 'modern rock', 'rock'], ['heartland rock']]","[77, 63]",70.0,True
The Tired Influencer,Gorillaz,Cracker Island,album,2023-02-24,3:31,211031,2023-02-24T14:08:11Z,115458813,53,1Wld681KIdy5ZosdDb5bfz,spotify:track:1Wld681KIdy5ZosdDb5bfz,['spotify:artist:3AA28KZvwAUcZuOKwyblJQ'],['Gorillaz'],0.677,0.82,7.0,-5.72,1.0,0.0436,0.00235,0.0479,0.0955,0.652,133.979,4.0,"[['alternative hip hop', 'modern rock', 'rock']]",[77],77.0,True
Silent Running (feat. Adeleye Omotayo),"Gorillaz, Adeleye Omotayo",Cracker Island,album,2023-02-24,4:26,266338,2023-02-24T14:08:11Z,115458813,65,0ZGWe02EtMpw40QAzOVZD1,spotify:track:0ZGWe02EtMpw40QAzOVZD1,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:1z2GIqUV62qrl1J5sXalOT']","['Gorillaz', 'Adeleye Omotayo']",0.659,0.901,8.0,-3.549,1.0,0.0359,0.0614,9.17e-05,0.182,0.776,106.997,4.0,"[['alternative hip hop', 'modern rock', 'rock'], []]","[77, 46]",61.5,True
New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",Cracker Island,album,2023-02-24,3:35,215149,2023-02-24T14:08:11Z,115458813,69,60SvhHtwefT0e2G7i7kOH3,spotify:track:60SvhHtwefT0e2G7i7kOH3,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:5INjqkS1o8h1imAzPqGZBb', 'spotify:artist:6GI3CJjT2bOnMfprCpjT1d']","['Gorillaz', 'Tame Impala', 'Bootie Brown']",0.695,0.923,1.0,-3.93,0.0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3.0,"[['alternative hip hop', 'modern rock', 'rock'], ['australian psych', 'modern rock', 'neo-psychedelic', 'rock'], []]","[77, 78, 58]",71.0,True
Baby Queen,Gorillaz,Cracker Island,album,2023-02-24,3:40,220105,2023-02-24T14:08:11Z,115458813,61,3FwCEB2BNFzWQ9rn4goCXZ,spotify:track:3FwCEB2BNFzWQ9rn4goCXZ,['spotify:artist:3AA28KZvwAUcZuOKwyblJQ'],['Gorillaz'],0.533,0.855,0.0,-4.747,1.0,0.0388,0.00186,0.375,0.0567,0.464,75.011,4.0,"[['alternative hip hop', 'modern rock', 'rock']]",[77],77.0,True
Tarantula,Gorillaz,Cracker Island,album,2023-02-24,3:31,211549,2023-02-24T14:08:11Z,115458813,56,0rnGYYBw32ALUIiuEgwv2c,spotify:track:0rnGYYBw32ALUIiuEgwv2c,['spotify:artist:3AA28KZvwAUcZuOKwyblJQ'],['Gorillaz'],0.683,0.909,0.0,-3.218,1.0,0.0745,0.013,0.000849,0.0801,0.787,125.002,4.0,"[['alternative hip hop', 'modern rock', 'rock']]",[77],77.0,True
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",Cracker Island,album,2023-02-24,3:13,193463,2023-02-24T14:08:11Z,115458813,72,38UYeBLfvpnDSG9GznZdnL,spotify:track:38UYeBLfvpnDSG9GznZdnL,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:4q3ewBCX7sLwd24euuV69X']","['Gorillaz', 'Bad Bunny']",0.637,0.768,0.0,-6.468,1.0,0.056,0.458,0.00192,0.378,0.297,94.982,4.0,"[['alternative hip hop', 'modern rock', 'rock'], ['reggaeton', 'trap latino', 'urbano latino']]","[77, 95]",86.0,True
Skinny Ape,Gorillaz,Cracker Island,album,2023-02-24,4:41,281258,2023-02-24T14:08:11Z,115458813,56,67BbnzIuXFd5knDLwB3mkN,spotify:track:67BbnzIuXFd5knDLwB3mkN,['spotify:artist:3AA28KZvwAUcZuOKwyblJQ'],['Gorillaz'],0.466,0.868,7.0,-3.442,1.0,0.136,0.017,0.00673,0.129,0.578,179.928,4.0,"[['alternative hip hop', 'modern rock', 'rock']]",[77],77.0,True
Possession Island (feat. Beck),"Gorillaz, Beck",Cracker Island,album,2023-02-24,3:26,206410,2023-02-24T14:08:11Z,115458813,51,0gclZ31Oo7rysAQDg7HguD,spotify:track:0gclZ31Oo7rysAQDg7HguD,"['spotify:artist:3AA28KZvwAUcZuOKwyblJQ', 'spotify:artist:3vbKDsSS70ZX9D2OcvbZmS']","['Gorillaz', 'Beck']",0.47,0.485,0.0,-5.063,1.0,0.0301,0.941,0.00237,0.114,0.187,121.476,3.0,"[['alternative hip hop', 'modern rock', 'rock'], ['alternative rock', 'anti-folk', 'permanent wave', 'rock']]","[77, 64]",70.5,True
"carvers, farriers and knaves",BIG|BRAVE,nature morte,album,2023-02-24,6:53,413727,2023-02-24T14:27:16Z,115458813,22,2cYEwyNoru9SD2kUSc1hiQ,spotify:track:2cYEwyNoru9SD2kUSc1hiQ,['spotify:artist:5nlpqhz47LYv7KvarJdh44'],['BIG|BRAVE'],0.383,0.699,6.0,-5.414,1.0,0.0498,0.00271,0.661,0.169,0.133,116.792,4.0,"[['avant-garde metal', 'doomgaze', 'drone metal', 'post-doom metal', 'post-metal']]",[19],19.0,True
the one who bornes a weary load,BIG|BRAVE,nature morte,album,2023-02-24,9:16,556055,2023-02-24T14:27:16Z,115458813,20,1PS6Ybgv7KmUVEPZ7JFnCK,spotify:track:1PS6Ybgv7KmUVEPZ7JFnCK,['spotify:artist:5nlpqhz47LYv7KvarJdh44'],['BIG|BRAVE'],0.271,0.493,5.0,-6.575,1.0,0.0454,0.0775,0.626,0.282,0.0498,145.901,4.0,"[['avant-garde metal', 'doomgaze', 'drone metal', 'post-doom metal', 'post-metal']]",[19],19.0,True
my hope renders me a fool,BIG|BRAVE,nature morte,album,2023-02-24,4:47,287186,2023-02-24T14:27:16Z,115458813,18,0xCk06ILRADtALB862loGI,spotify:track:0xCk06ILRADtALB862loGI,['spotify:artist:5nlpqhz47LYv7KvarJdh44'],['BIG|BRAVE'],0.159,0.216,5.0,-11.94,0.0,0.04,0.099,0.794,0.125,0.0559,96.268,3.0,"[['avant-garde metal', 'doomgaze', 'drone metal', 'post-doom metal', 'post-metal']]",[19],19.0,True
the fable of subjugation,BIG|BRAVE,nature morte,album,2023-02-24,9:20,560585,2023-02-24T14:27:16Z,115458813,18,18q0RvcJ2QpY93aM1yCn1o,spotify:track:18q0RvcJ2QpY93aM1yCn1o,['spotify:artist:5nlpqhz47LYv7KvarJdh44'],['BIG|BRAVE'],0.167,0.459,7.0,-8.872,0.0,0.0399,0.192,0.669,0.0719,0.0706,81.22,4.0,"[['avant-garde metal', 'doomgaze', 'drone metal', 'post-doom metal', 'post-metal']]",[19],19.0,True
